work_year,experience_level,employment_type,job_title,salary,salary_currency,salary_in_usd,employee_residence,work_setting,company_location,company_size,job_category
2023,Senior,Full-time,Machine Learning Scientist,165750,USD,165750,United States,Remote,United States,M,Machine Learning and AI
2024,Senior,Full-time,Research Scientist,280000,USD,280000,United States,In-person,United States,M,Data Science and Research
2023,Senior,Full-time,Data Scientist,237000,USD,237000,United States,Remote,United States,M,Data Science and Research
2024,Senior,Full-time,Business Intelligence Developer,60000,GBP,75000,United Kingdom,In-person,United Kingdom,M,BI and Visualization
2023,Mid-level,Full-time,Data Engineer,105700,USD,105700,United States,In-person,United States,L,Data Engineering
2023,Senior,Full-time,Machine Learning Engineer,150000,USD,150000,United States,Remote,United States,M,Machine Learning and AI
2023,Entry-level,Full-time,Research Analyst,58200,USD,58200,United States,In-person,United States,M,Data Science and Research
2023,Senior,Full-time,Data Engineer,183600,USD,183600,United States,In-person,United States,M,Data Engineering
2022,Senior,Full-time,Machine Learning Engineer,210000,USD,210000,United States,Remote,United States,M,Machine Learning and AI
2023,Entry-level,Full-time,Business Intelligence Analyst,132567,USD,132567,United States,In-person,United States,M,BI and Visualization
2024,Mid-level,Full-time,Data Analyst,105000,USD,105000,United States,In-person,United States,M,Data Analysis
2023,Mid-level,Full-time,Data Analyst,177000,USD,177000,United States,In-person,United States,M,Data Analysis
2021,Senior,Full-time,Data Analyst,115000,USD,115000,United States,Remote,United States,S,Data Analysis
2023,Senior,Full-time,Data Analyst,95000,USD,95000,United States,Remote,United States,M,Data Analysis
2023,Senior,Full-time,Data Engineer,188600,USD,188600,United States,In-person,United States,M,Data Engineering
2023,Senior,Full-time,Machine Learning Scientist,135000,USD,135000,United States,In-person,United States,M,Machine Learning and AI
2024,Senior,Full-time,Data Engineer,258500,USD,258500,United States,In-person,United States,M,Data Engineering
2023,Senior,Full-time,Data Engineer,80000,GBP,98432,United Kingdom,In-person,United Kingdom,M,Data Engineering
2024,Mid-level,Full-time,Data Analyst,95000,USD,95000,United States,In-person,United States,M,Data Analysis
2023,Senior,Full-time,Data Scientist,323300,USD,323300,United States,In-person,United States,M,Data Science and Research
2024,Senior,Full-time,Data Scientist,164845,USD,164845,United States,In-person,United States,M,Data Science and Research
2023,Senior,Full-time,Business Intelligence Analyst,112000,USD,112000,Canada,In-person,Canada,M,BI and Visualization
2024,Senior,Full-time,Data Engineer,105301,USD,105301,United States,Remote,United States,M,Data Engineering
2023,Mid-level,Full-time,Data Analyst,150000,USD,150000,United States,In-person,United States,M,Data Analysis
2023,Senior,Full-time,Data Engineer,290000,USD,290000,United States,Remote,United States,M,Data Engineering
2023,Senior,Full-time,Data Engineer,133300,USD,133300,United States,In-person,United States,M,Data Engineering
2023,Senior,Full-time,Data Analyst,135000,USD,135000,United States,In-person,United States,M,Data Analysis
2023,Executive,Full-time,Data Scientist,228856,USD,228856,United Kingdom,Remote,United Kingdom,M,Data Science and Research
2023,Senior,Full-time,Machine Learning Engineer,278000,USD,278000,United States,In-person,United States,M,Machine Learning and AI
2023,Senior,Full-time,Data Scientist,176000,USD,176000,United States,In-person,United States,M,Data Science and Research
2023,Senior,Full-time,Data Scientist,158500,USD,158500,Canada,Remote,Canada,M,Data Science and Research
2023,Entry-level,Full-time,Data Engineer,92700,USD,92700,United States,Remote,United States,M,Data Engineering
2022,Executive,Full-time,Data Science Manager,106000,USD,106000,Uzbekistan,In-person,Russian Federation,L,Data Science and Research
2023,Senior,Full-time,Research Analyst,52200,EUR,56359,Italy,Remote,Italy,M,Data Science and Research
2023,Senior,Full-time,Research Engineer,266450,USD,266450,United States,In-person,United States,M,Data Science and Research
2023,Mid-level,Full-time,Computer Vision Engineer,90000,GBP,110736,United Kingdom,Remote,United Kingdom,M,Machine Learning and AI
2023,Mid-level,Full-time,Data Analyst,133000,USD,133000,United States,In-person,United States,M,Data Analysis
2022,Mid-level,Full-time,Data Engineer,55000,GBP,67723,United Kingdom,Remote,United Kingdom,M,Data Engineering
2022,Senior,Full-time,Data Analytics Manager,145000,USD,145000,United States,Remote,United States,M,Leadership and Management
2023,Senior,Full-time,Head of Data,70000,EUR,75577,Portugal,Remote,Portugal,L,Leadership and Management
2023,Senior,Full-time,Data Product Manager,220000,USD,220000,United States,In-person,United States,M,Leadership and Management
2024,Senior,Full-time,Machine Learning Engineer,135200,USD,135200,United States,In-person,United States,M,Machine Learning and AI
2023,Mid-level,Full-time,Data Specialist,62000,USD,62000,United States,In-person,United States,M,Data Management and Strategy
2023,Entry-level,Full-time,Research Engineer,160000,USD,160000,United States,In-person,United States,M,Data Science and Research
2023,Senior,Full-time,Data Engineer,194595,USD,194595,United States,In-person,United States,M,Data Engineering
2024,Senior,Full-time,Data Scientist,170700,USD,170700,United States,In-person,United States,M,Data Science and Research
2023,Senior,Full-time,Data Engineer,160000,USD,160000,United States,Remote,United States,M,Data Engineering
2023,Senior,Full-time,Data Engineer,233000,USD,233000,United States,In-person,United States,M,Data Engineering
2024,Entry-level,Full-time,Data Analyst,41419,USD,41419,United States,Remote,United States,M,Data Analysis
2024,Senior,Full-time,Machine Learning Engineer,250000,USD,250000,United States,In-person,United States,M,Machine Learning and AI
2023,Senior,Full-time,Data Analyst,139000,USD,139000,United States,In-person,United States,M,Data Analysis
2023,Mid-level,Full-time,Data Engineer,90000,USD,90000,United States,Remote,United States,M,Data Engineering
2023,Senior,Full-time,Data Engineer,123906,USD,123906,United States,In-person,United States,M,Data Engineering
2024,Senior,Full-time,Data Scientist,146000,USD,146000,United States,In-person,United States,M,Data Science and Research
2022,Senior,Full-time,Machine Learning Software Engineer,375000,USD,375000,United States,Remote,United States,M,Machine Learning and AI
2023,Senior,Full-time,Data Scientist,172800,USD,172800,United States,Remote,United States,M,Data Science and Research
2022,Senior,Full-time,Analytics Engineer,180000,USD,180000,United States,In-person,United States,M,Leadership and Management
2024,Senior,Full-time,Business Intelligence,150000,USD,150000,United States,In-person,United States,M,BI and Visualization
2023,Senior,Full-time,Machine Learning Engineer,238000,USD,238000,United States,In-person,United States,M,Machine Learning and AI
2024,Mid-level,Full-time,Data Engineer,133000,USD,133000,United States,In-person,United States,M,Data Engineering
2024,Senior,Full-time,Data Scientist,283800,USD,283800,United States,In-person,United States,M,Data Science and Research
2024,Senior,Full-time,Applied Scientist,136000,USD,136000,United States,In-person,United States,L,Data Science and Research
2023,Senior,Full-time,Data Scientist,159300,USD,159300,United States,In-person,United States,M,Data Science and Research
2023,Senior,Full-time,Machine Learning Engineer,176000,USD,176000,United States,In-person,United States,M,Machine Learning and AI
2024,Senior,Full-time,Data Analyst,93000,USD,93000,United States,In-person,United States,M,Data Analysis
2022,Senior,Full-time,Data Analyst,150075,USD,150075,United States,Remote,United States,M,Data Analysis
2024,Mid-level,Full-time,Data Scientist,175100,USD,175100,United States,In-person,United States,M,Data Science and Research
2024,Entry-level,Full-time,Data Analyst,105000,USD,105000,United States,In-person,United States,M,Data Analysis
2023,Senior,Full-time,Data Scientist,203000,USD,203000,United States,Remote,United States,M,Data Science and Research
2023,Senior,Full-time,Data Scientist,120160,USD,120160,United States,Remote,United States,M,Data Science and Research
2024,Mid-level,Full-time,Data Scientist,90000,USD,90000,United States,Remote,United States,M,Data Science and Research
2023,Senior,Full-time,Decision Scientist,182500,USD,182500,United States,Remote,United States,M,Data Science and Research
2024,Mid-level,Full-time,AI Engineer,166000,USD,166000,United States,In-person,United States,M,Machine Learning and AI
2021,Mid-level,Full-time,Data Scientist,160000,USD,160000,United States,Remote,United States,L,Data Science and Research
2023,Senior,Full-time,Data Scientist,198200,USD,198200,United States,Remote,United States,M,Data Science and Research
2024,Mid-level,Full-time,Analytics Engineer,116550,USD,116550,United States,In-person,United States,M,Leadership and Management
2023,Mid-level,Full-time,Data Engineer,120000,USD,120000,United States,In-person,United States,M,Data Engineering
2023,Mid-level,Full-time,Data Manager,115500,USD,115500,United States,In-person,United States,M,Leadership and Management
2024,Senior,Full-time,Data Engineer,101100,USD,101100,United States,Remote,United States,M,Data Engineering
2024,Mid-level,Full-time,Data Analyst,75000,USD,75000,United States,Remote,United States,M,Data Analysis
2023,Mid-level,Full-time,Data Architect,100000,USD,100000,United States,In-person,United States,M,Data Architecture and Modeling
2024,Senior,Full-time,Data Analyst,120000,USD,120000,United States,Remote,United States,M,Data Analysis
2023,Senior,Full-time,ML Engineer,270000,USD,270000,United States,Remote,United States,M,Machine Learning and AI
2023,Senior,Full-time,Data Scientist,152000,USD,152000,Canada,In-person,Canada,M,Data Science and Research
2024,Senior,Full-time,AI Engineer,170000,USD,170000,United States,Remote,United States,M,Machine Learning and AI
2023,Senior,Full-time,Research Analyst,230000,USD,230000,United States,In-person,United States,M,Data Science and Research
2023,Entry-level,Full-time,Data Analyst,30839,GBP,37944,United Kingdom,In-person,United Kingdom,M,Data Analysis
2023,Mid-level,Full-time,Data Scientist,172200,USD,172200,United States,Remote,United States,M,Data Science and Research
2023,Entry-level,Full-time,AI Scientist,20000,USD,20000,Türkiye,Remote,Türkiye,S,Machine Learning and AI
2023,Executive,Full-time,Data Engineer,160000,USD,160000,United States,In-person,United States,M,Data Engineering
2023,Senior,Full-time,NLP Engineer,60000,EUR,64781,Spain,Remote,Spain,M,Machine Learning and AI
2023,Mid-level,Full-time,Data Scientist,140000,USD,140000,United States,Remote,United States,M,Data Science and Research
2024,Entry-level,Full-time,Research Analyst,200000,USD,200000,United States,In-person,United States,M,Data Science and Research
2023,Senior,Full-time,Data Quality Analyst,82000,USD,82000,United States,In-person,United States,M,Data Quality and Operations
2023,Mid-level,Full-time,Data Manager,115500,USD,115500,United States,In-person,United States,M,Leadership and Management
2024,Senior,Full-time,Data Analyst,125000,USD,125000,United States,In-person,United States,M,Data Analysis
2023,Mid-level,Full-time,Data Engineer,148000,USD,148000,United States,In-person,United States,M,Data Engineering
2023,Senior,Full-time,Data Analyst,151800,USD,151800,United States,Remote,United States,M,Data Analysis
2024,Senior,Full-time,ML Engineer,230797,USD,230797,United States,Remote,United States,M,Machine Learning and AI
2023,Senior,Full-time,Data Scientist,146000,USD,146000,United States,Remote,United States,M,Data Science and Research
2022,Senior,Full-time,Data Architect,63000,USD,63000,United States,In-person,United States,M,Data Architecture and Modeling
2023,Senior,Full-time,Data Scientist,203649,USD,203649,United States,Remote,United States,M,Data Science and Research
2022,Entry-level,Full-time,Data Engineer,65000,USD,65000,United States,Remote,United States,S,Data Engineering
2023,Senior,Full-time,BI Developer,140000,USD,140000,United States,Remote,United States,M,BI and Visualization
2024,Senior,Full-time,Data Science,240000,USD,240000,United States,In-person,United States,M,Data Science and Research
2023,Senior,Full-time,Data Scientist,93300,USD,93300,United States,In-person,United States,M,Data Science and Research
2023,Senior,Full-time,Analytics Engineer,116450,USD,116450,United States,In-person,United States,M,Leadership and Management
2024,Mid-level,Full-time,Data Engineer,220000,USD,220000,United States,Remote,United States,M,Data Engineering
2023,Senior,Full-time,Data Engineer,119700,USD,119700,United States,In-person,United States,M,Data Engineering
2023,Senior,Full-time,Data Analyst,74400,USD,74400,United States,Remote,United States,M,Data Analysis
2022,Senior,Full-time,Data Engineer,250000,USD,250000,United States,Remote,United States,M,Data Engineering
2024,Mid-level,Full-time,Data Engineer,58300,USD,58300,United States,In-person,United States,M,Data Engineering
2023,Mid-level,Full-time,ML Engineer,135000,USD,135000,United States,In-person,United States,M,Machine Learning and AI
2023,Senior,Full-time,Data Scientist,192000,USD,192000,United States,In-person,United States,M,Data Science and Research
2023,Senior,Full-time,Data Engineer,180000,USD,180000,United States,Remote,United States,M,Data Engineering
2022,Senior,Full-time,Data Engineer,110000,USD,110000,United States,Remote,United States,M,Data Engineering
2024,Senior,Full-time,Data Architect,117000,USD,117000,United States,In-person,United States,M,Data Architecture and Modeling
2023,Senior,Full-time,Machine Learning Engineer,133700,USD,133700,Canada,In-person,Canada,M,Machine Learning and AI
2024,Senior,Full-time,Data Scientist,152000,USD,152000,United States,In-person,United States,M,Data Science and Research
2023,Senior,Full-time,Data Engineer,129000,USD,129000,United States,In-person,United States,M,Data Engineering
2023,Senior,Full-time,Data Analyst,128000,USD,128000,United States,In-person,United States,M,Data Analysis
2024,Senior,Full-time,Data Science,160000,USD,160000,United States,In-person,United States,M,Data Science and Research
2023,Senior,Full-time,Machine Learning Infrastructure Engineer,150000,USD,150000,United States,Remote,United States,M,Machine Learning and AI
2023,Mid-level,Full-time,Data Analyst,142000,USD,142000,United States,In-person,United States,M,Data Analysis
2023,Senior,Full-time,Machine Learning Engineer,191400,USD,191400,United States,In-person,United States,M,Machine Learning and AI
2024,Senior,Full-time,Data Scientist,160000,USD,160000,United States,In-person,United States,M,Data Science and Research
2023,Senior,Full-time,Data Scientist,184800,USD,184800,United States,In-person,United States,M,Data Science and Research
2023,Senior,Full-time,Data Engineer,139700,USD,139700,United States,In-person,United States,M,Data Engineering
2022,Entry-level,Full-time,Data Engineer,52800,EUR,55475,Pakistan,Remote,Germany,M,Data Engineering
2023,Mid-level,Full-time,Data Analyst,52500,USD,52500,United States,In-person,United States,M,Data Analysis
2023,Senior,Full-time,Machine Learning Engineer,176000,USD,176000,United States,In-person,United States,M,Machine Learning and AI
2023,Entry-level,Full-time,Research Scientist,150000,USD,150000,United States,In-person,United States,M,Data Science and Research
2024,Senior,Full-time,Data Scientist,109400,USD,109400,United States,In-person,United States,M,Data Science and Research
2024,Senior,Full-time,Machine Learning Scientist,157500,USD,157500,United States,In-person,United States,M,Machine Learning and AI
2022,Mid-level,Full-time,Data Scientist,90000,USD,90000,United States,In-person,United States,M,Data Science and Research
2023,Senior,Full-time,Data Architect,210000,USD,210000,United States,Remote,United States,M,Data Architecture and Modeling
2023,Senior,Full-time,Data Scientist,137500,USD,137500,United States,In-person,United States,M,Data Science and Research
2024,Senior,Full-time,Data Engineer,130000,USD,130000,United States,Remote,United States,M,Data Engineering
2024,Senior,Full-time,Data Engineer,130100,USD,130100,United States,In-person,United States,M,Data Engineering
2023,Senior,Full-time,Business Intelligence Engineer,202800,USD,202800,United States,In-person,United States,L,BI and Visualization
2023,Mid-level,Full-time,Data Analyst,75000,USD,75000,United States,Remote,United States,M,Data Analysis
2023,Senior,Full-time,Data Scientist,235750,USD,235750,United States,In-person,United States,M,Data Science and Research
2024,Senior,Full-time,Data Developer,180000,USD,180000,United States,Remote,United States,M,Leadership and Management
2023,Senior,Full-time,Research Scientist,185000,USD,185000,United States,In-person,United States,M,Data Science and Research
2022,Mid-level,Full-time,Data Manager,134000,USD,134000,United States,In-person,United States,M,Leadership and Management
2023,Senior,Full-time,Data Engineer,195800,USD,195800,United States,In-person,United States,M,Data Engineering
2022,Senior,Full-time,Data Engineer,100000,USD,100000,United States,Remote,United States,M,Data Engineering
2023,Senior,Full-time,Applied Scientist,196000,USD,196000,United States,Remote,United States,M,Data Science and Research
2023,Senior,Full-time,Data Engineer,75000,USD,75000,United States,Remote,United States,M,Data Engineering
2023,Mid-level,Full-time,Business Intelligence Analyst,120000,USD,120000,United States,Remote,United States,M,BI and Visualization
2021,Entry-level,Full-time,Data Engineer,72500,USD,72500,United States,Remote,United States,L,Data Engineering
2023,Mid-level,Full-time,Data Analyst,165000,USD,165000,United States,In-person,United States,M,Data Analysis
2023,Senior,Full-time,Machine Learning Scientist,204500,USD,204500,Canada,In-person,Canada,M,Machine Learning and AI
2024,Entry-level,Full-time,Data Science Analyst,70000,USD,70000,United States,In-person,United States,M,Data Science and Research
2024,Senior,Full-time,Data Science,152000,USD,152000,United States,In-person,United States,M,Data Science and Research
2023,Entry-level,Full-time,Computer Vision Engineer,220000,USD,220000,United States,In-person,United States,M,Machine Learning and AI
2024,Senior,Full-time,Data Scientist,71000,USD,71000,United States,In-person,United States,M,Data Science and Research
2024,Entry-level,Full-time,Research Analyst,116000,USD,116000,United States,Remote,United States,M,Data Science and Research
2023,Senior,Full-time,Data Engineer,266875,USD,266875,United States,In-person,United States,M,Data Engineering
2022,Mid-level,Full-time,Data Scientist,120000,USD,120000,United States,Remote,United States,M,Data Science and Research
2023,Senior,Full-time,Data Scientist,171250,USD,171250,Ireland,In-person,Ireland,M,Data Science and Research
2022,Senior,Full-time,Data Scientist,245000,USD,245000,United States,In-person,United States,M,Data Science and Research
2023,Senior,Full-time,Data Scientist,167850,USD,167850,United States,Remote,United States,M,Data Science and Research
2024,Mid-level,Full-time,BI Analyst,85000,USD,85000,United States,Remote,United States,M,BI and Visualization
2024,Senior,Full-time,Machine Learning Engineer,141000,USD,141000,United States,Remote,United States,M,Machine Learning and AI
2023,Mid-level,Full-time,Data Analyst,75000,USD,75000,United States,In-person,United States,M,Data Analysis
2023,Senior,Full-time,Decision Scientist,185900,USD,185900,United States,In-person,United States,M,Data Science and Research
2022,Senior,Full-time,Data Engineer,185900,USD,185900,United States,In-person,United States,M,Data Engineering
2023,Senior,Full-time,Applied Scientist,184000,USD,184000,United States,In-person,United States,M,Data Science and Research
2022,Senior,Full-time,Analytics Engineer,63000,USD,63000,United States,In-person,United States,M,Leadership and Management
2023,Senior,Full-time,Data Scientist,272300,USD,272300,United States,In-person,United States,M,Data Science and Research
2023,Senior,Full-time,Data Scientist,130000,USD,130000,United States,In-person,United States,M,Data Science and Research
2023,Senior,Full-time,Machine Learning Engineer,257000,USD,257000,United States,In-person,United States,M,Machine Learning and AI
2023,Senior,Full-time,Business Intelligence Engineer,79600,USD,79600,United States,In-person,United States,L,BI and Visualization
2023,Senior,Full-time,Data Architect,153000,USD,153000,United States,Remote,United States,M,Data Architecture and Modeling
2024,Mid-level,Full-time,Machine Learning Engineer,160480,USD,160480,United States,In-person,United States,M,Machine Learning and AI
2024,Senior,Full-time,Research Scientist,278700,USD,278700,United States,In-person,United States,M,Data Science and Research
2023,Senior,Full-time,Business Intelligence Analyst,79700,USD,79700,United States,In-person,United States,M,BI and Visualization
2023,Senior,Full-time,Data Scientist,225000,USD,225000,United States,Remote,United States,M,Data Science and Research
2023,Senior,Full-time,Data Science Manager,299500,USD,299500,United States,In-person,United States,M,Data Science and Research
2023,Senior,Full-time,Data Science,95100,USD,95100,United States,Remote,United States,M,Data Science and Research
2023,Senior,Full-time,Data Engineer,240500,USD,240500,United States,In-person,United States,L,Data Engineering
2023,Senior,Full-time,Data Scientist,156400,USD,156400,United States,Remote,United States,M,Data Science and Research
2023,Senior,Full-time,Data Scientist,145000,USD,145000,United States,Remote,United States,M,Data Science and Research
2023,Senior,Full-time,Data Engineer,260000,USD,260000,United States,In-person,United States,M,Data Engineering
2021,Executive,Full-time,Head of Data,230000,USD,230000,Russian Federation,Hybrid,Russian Federation,L,Leadership and Management
2023,Senior,Full-time,Data Analyst,85000,USD,85000,United States,Remote,United States,M,Data Analysis
2023,Senior,Full-time,Research Scientist,165500,USD,165500,United States,Remote,United States,M,Data Science and Research
2023,Senior,Full-time,Data Engineer,155000,USD,155000,United States,In-person,United States,M,Data Engineering
2023,Senior,Full-time,Data Analyst,75000,USD,75000,United States,Remote,United States,M,Data Analysis
2022,Senior,Full-time,Data Engineer,63000,USD,63000,United States,In-person,United States,M,Data Engineering
2022,Senior,Full-time,Data Analyst,112900,USD,112900,United States,Remote,United States,M,Data Analysis
2023,Senior,Full-time,BI Analyst,125000,USD,125000,United States,In-person,United States,M,BI and Visualization
2024,Mid-level,Full-time,Research Scientist,179000,USD,179000,United States,In-person,United States,M,Data Science and Research
2024,Mid-level,Full-time,AI Engineer,95000,USD,95000,United States,Remote,United States,M,Machine Learning and AI
2023,Senior,Full-time,Data Engineer,176000,USD,176000,United States,In-person,United States,M,Data Engineering
2023,Senior,Full-time,Data Architect,100000,USD,100000,United States,Remote,United States,M,Data Architecture and Modeling
2023,Senior,Full-time,Data Engineer,129300,USD,129300,United States,In-person,United States,M,Data Engineering
2022,Senior,Full-time,Data Scientist,165000,USD,165000,United States,In-person,United States,M,Data Science and Research
2023,Mid-level,Full-time,Computer Vision Engineer,75000,GBP,92280,United Kingdom,Remote,United Kingdom,M,Machine Learning and AI
2024,Senior,Full-time,ML Engineer,167200,USD,167200,United States,In-person,United States,M,Machine Learning and AI
2020,Executive,Full-time,Staff Data Analyst,15000,USD,15000,Nigeria,In-person,Canada,M,Data Analysis
2023,Entry-level,Full-time,Data Engineer,130916,USD,130916,United States,In-person,United States,M,Data Engineering
2024,Senior,Full-time,Machine Learning Engineer,250900,USD,250900,United States,In-person,United States,M,Machine Learning and AI
2023,Mid-level,Full-time,Data Manager,115500,USD,115500,United States,In-person,United States,M,Leadership and Management
2023,Senior,Full-time,ML Engineer,173000,USD,173000,United States,Remote,United States,M,Machine Learning and AI
2024,Mid-level,Full-time,Data Scientist,153700,USD,153700,United States,Remote,United States,M,Data Science and Research
2023,Mid-level,Full-time,Data Science Lead,225000,USD,225000,United States,In-person,United States,M,Data Science and Research
2023,Senior,Full-time,Data Science,135800,USD,135800,United States,Remote,United States,M,Data Science and Research
2024,Entry-level,Full-time,Business Intelligence,119000,USD,119000,United States,Remote,United States,M,BI and Visualization
2022,Senior,Full-time,Data Analyst,95000,USD,95000,United States,In-person,United States,M,Data Analysis
2022,Mid-level,Full-time,Data Analyst,350000,GBP,430967,United Kingdom,In-person,United Kingdom,M,Data Analysis
2023,Senior,Full-time,Data Manager,130000,USD,130000,United States,In-person,United States,M,Leadership and Management
2024,Mid-level,Full-time,Data Analyst,81650,USD,81650,United States,In-person,United States,M,Data Analysis
2024,Senior,Full-time,Data Scientist,125000,USD,125000,United States,In-person,United States,M,Data Science and Research
2023,Entry-level,Full-time,Machine Learning Engineer,130400,USD,130400,United States,In-person,United States,M,Machine Learning and AI
2023,Senior,Full-time,Data Scientist,185900,USD,185900,United States,In-person,United States,M,Data Science and Research
2022,Senior,Full-time,Machine Learning Engineer,180000,USD,180000,United States,Remote,United States,M,Machine Learning and AI
2023,Mid-level,Full-time,Data Engineer,60000,USD,60000,Colombia,Remote,Colombia,M,Data Engineering
2023,Senior,Full-time,Data Scientist,236500,USD,236500,United States,In-person,United States,M,Data Science and Research
2023,Senior,Full-time,Machine Learning Engineer,160000,USD,160000,United States,Remote,United States,M,Machine Learning and AI
2023,Senior,Full-time,Machine Learning Engineer,238000,USD,238000,United States,In-person,United States,M,Machine Learning and AI
2023,Senior,Full-time,Research Scientist,125000,USD,125000,United States,In-person,United States,M,Data Science and Research
2024,Entry-level,Full-time,Data Analyst,51500,USD,51500,United States,In-person,United States,M,Data Analysis
2024,Senior,Full-time,Prompt Engineer,197011,USD,197011,United States,Remote,United States,M,Machine Learning and AI
2023,Mid-level,Full-time,Data Analyst,112000,USD,112000,United States,In-person,United States,M,Data Analysis
2023,Mid-level,Full-time,Data Architect,150000,USD,150000,United States,Remote,United States,M,Data Architecture and Modeling
2022,Senior,Full-time,ML Engineer,235000,USD,235000,United States,Remote,United States,M,Machine Learning and AI
2023,Senior,Full-time,Data Architect,125000,USD,125000,United States,Remote,United States,M,Data Architecture and Modeling
2023,Senior,Full-time,Data Scientist,226000,USD,226000,United States,Remote,United States,M,Data Science and Research
2023,Senior,Full-time,Data Manager,55200,USD,55200,United States,In-person,United States,M,Leadership and Management
2024,Senior,Full-time,Machine Learning Engineer,180000,USD,180000,United States,In-person,United States,M,Machine Learning and AI
2023,Mid-level,Full-time,Data Science Manager,190000,USD,190000,United States,Remote,United States,M,Data Science and Research
2023,Senior,Full-time,Business Intelligence Engineer,225000,USD,225000,United States,In-person,United States,M,BI and Visualization
2023,Senior,Full-time,Research Engineer,266450,USD,266450,United States,In-person,United States,M,Data Science and Research
2024,Senior,Full-time,Data Engineer,184000,USD,184000,United States,In-person,United States,M,Data Engineering
2023,Mid-level,Full-time,Data Analyst,80000,USD,80000,United States,In-person,United States,M,Data Analysis
2024,Senior,Full-time,Machine Learning Researcher,167200,USD,167200,United States,In-person,United States,M,Machine Learning and AI
2023,Senior,Full-time,Data Scientist,129300,USD,129300,United States,In-person,United States,M,Data Science and Research
2024,Senior,Full-time,Data Science,144200,USD,144200,United States,In-person,United States,M,Data Science and Research
2023,Senior,Full-time,Data Engineer,120000,USD,120000,United States,In-person,United States,M,Data Engineering
2023,Senior,Full-time,Data Architect,180000,USD,180000,United States,Remote,United States,M,Data Architecture and Modeling
2023,Executive,Full-time,Data Analyst,125000,USD,125000,United States,Remote,United States,M,Data Analysis
2024,Entry-level,Full-time,Data Analyst,83000,USD,83000,United States,In-person,United States,M,Data Analysis
2022,Entry-level,Full-time,Machine Learning Engineer,30000,USD,30000,United Kingdom,Remote,United Kingdom,L,Machine Learning and AI
2023,Senior,Full-time,Data Scientist,36000,EUR,38868,Spain,In-person,Spain,M,Data Science and Research
2024,Senior,Full-time,Data Scientist,220000,USD,220000,United States,In-person,United States,M,Data Science and Research
2023,Senior,Full-time,Data Engineer,63000,USD,63000,United States,Remote,United States,M,Data Engineering
2024,Entry-level,Full-time,Data Analyst,76500,USD,76500,United States,In-person,United States,M,Data Analysis
2023,Senior,Full-time,Data Scientist,228000,USD,228000,United States,In-person,United States,M,Data Science and Research
2023,Senior,Full-time,Research Engineer,155000,USD,155000,United States,In-person,United States,M,Data Science and Research
2024,Mid-level,Full-time,Data Manager,65000,USD,65000,United States,Remote,United States,M,Leadership and Management
2024,Mid-level,Full-time,Data Engineer,146100,USD,146100,United States,In-person,United States,M,Data Engineering
2024,Entry-level,Contract,Business Intelligence Analyst,48000,USD,48000,United States,In-person,United States,M,BI and Visualization
2023,Senior,Full-time,ML Engineer,331640,USD,331640,United States,In-person,United States,M,Machine Learning and AI
2023,Entry-level,Full-time,Data Analyst,75000,USD,75000,United States,In-person,United States,M,Data Analysis
2024,Senior,Full-time,Data Analyst,140000,USD,140000,United States,In-person,United States,M,Data Analysis
2023,Senior,Full-time,Machine Learning Scientist,120000,USD,120000,United States,In-person,United States,M,Machine Learning and AI
2023,Senior,Full-time,Data Infrastructure Engineer,385000,USD,385000,United States,In-person,United States,M,Data Engineering
2023,Mid-level,Full-time,Data Scientist,119200,USD,119200,United States,Remote,United States,M,Data Science and Research
2023,Senior,Full-time,Data Analytics Specialist,105000,USD,105000,United States,In-person,United States,M,Leadership and Management
2023,Senior,Full-time,Data Engineer,112000,USD,112000,United States,In-person,United States,M,Data Engineering
2023,Senior,Full-time,Data Engineer,170000,USD,170000,United States,In-person,United States,M,Data Engineering
2023,Senior,Full-time,Data Engineer,161000,USD,161000,United States,In-person,United States,M,Data Engineering
2023,Mid-level,Full-time,Data Scientist,100000,GBP,123040,United Kingdom,In-person,United Kingdom,M,Data Science and Research
2022,Senior,Full-time,ETL Developer,250000,USD,250000,United States,Remote,United States,M,Data Engineering
2024,Senior,Full-time,Research Scientist,86000,USD,86000,United States,In-person,United States,M,Data Science and Research
2023,Senior,Full-time,Data Scientist,175000,USD,175000,United States,Remote,United States,M,Data Science and Research
2024,Senior,Full-time,Data Scientist,195000,USD,195000,United States,Remote,United States,M,Data Science and Research
2023,Senior,Full-time,Research Scientist,150000,USD,150000,United States,In-person,United States,M,Data Science and Research
2023,Senior,Full-time,Machine Learning Engineer,172200,USD,172200,United States,In-person,United States,M,Machine Learning and AI
2023,Mid-level,Full-time,Data Scientist,102500,USD,102500,United States,In-person,United States,M,Data Science and Research
2024,Senior,Full-time,Data Architect,174000,USD,174000,United States,In-person,United States,M,Data Architecture and Modeling
2023,Senior,Full-time,Data Analyst,122000,USD,122000,United States,In-person,United States,M,Data Analysis
2024,Mid-level,Full-time,Data Scientist,50000,GBP,62500,United Kingdom,In-person,United Kingdom,M,Data Science and Research
2023,Mid-level,Full-time,Data Engineer,154000,USD,154000,United States,In-person,United States,M,Data Engineering
2022,Executive,Full-time,Data Scientist,130000,USD,130000,United States,Remote,United States,M,Data Science and Research
2023,Senior,Full-time,Data Engineer,84800,USD,84800,United States,In-person,United States,M,Data Engineering
