job_title,company,job_location,job_level,job_type,job_skills
Data Analyst,Iris Software Inc.,"Jersey City, NJ",Mid senior,Onsite,"Data Analysis, Business Analysis, Data Management, Data Warehousing, Realtime Data Processing, Decision Making, Wholesale Lending, Data Integration, Data Visualization, SQL, Python, R, Tableau, Power BI"
Senior Data Engineer Hybrid,The Hartford,"Hartford, CT",Mid senior,Onsite,"Snowflake, AWS, Python, PySpark, SQL, MSBI, SQL Server, ORACLE PL/SQL, Data integration, Data transformation, Data transfer, Oracle, Unix/Linux Shell scripting, Autosys/Airflow, GitHub, Jenkins, UDeploy, Data Profiling, Data Modeling, Database design, Data virtualization, Data wrangling, ETL, Distributed data systems, Analytical solutions, Cloud Technologies, Data Analytics, Machine Learning, Natural Language Processing, Data visualization, Artificial Intelligence, Big Data"
IT Data & Analytics Manager (Data Engineering & Architecture),Inari Medical,"Irvine, CA",Mid senior,Onsite,"Inari’s data strategy, Data governance operating models, Data lakes and pipelines, Reporting and dashboarding, Data analytics, Data driven decision making, Business and operational results, Enterprise data governance operating model, Data and analytics functions, Business functions, Data and analytics teams, Data Architect, Conceptual logical and physical data models, Data integration strategies, Data flow, Data governance practices, Data quality, Data lineage, Data security, Data lifecycle mapping, Policy creation/adherence, Data and process ownership, Data and process documentation, Control implementation, Data pipelines, Data extraction transformation and loading, Data integrity and reliability, Cloud technologies, Azure Log Analytics, Data Warehouse, Data modeling, Analysis techniques, Insights, Strategic decisions, Optimization opportunities, Reporting systems, Data automation systems, Dashboards, Performance metrics, Business decisions, Statistical analyses, Predictive analyses, Machine learning technologies, Root cause, Conclusions, Insights, Business functions, Key operations, Performance metrics, Data and analytics, Technologies related problems, External service providers, Consultants, Internal stakeholders, Industry trends, Technology trends, Market trends, Progress, Issues, Dependencies, Resources, Computer Science, Engineering, Mathematics, Programming language, Python, R, Scala, SQL, NoSQL query languages, Cloudbased data pipelines, ETL processes, Dell Boomi middleware, Synapse pipelines/notebooks, Pyspark, Data governance operating model, Cloud computing platforms, Azure vnet security, Azure RBAC permissions, Synapse Analytics, Azure Storage Accounts, SFTP servers, Azure DevOps, Tableau, Power BI, Data analytics, Business insights, Data and analytics, Organizational skills, Interpersonal skills, Teamwork skills, Problemsolving skills, Matrixed teams, Task management skills, Deadlines, Written and verbal communication skills, Businessfriendly terms, Collaboration skills, Team mindset, Independent work, Multiple tasks, Deadlines, Data Management and Analytics, CDMP certification, Medical device or pharmaceutical industry experience, Statistical analytical techniques, Machine learning technologies, Synapse"
Principal Software Engineer - Big Data,Warner Bros. Discovery,"San Francisco, CA",Mid senior,Onsite,"Java, C, C++, Apache Spark, Kafka, Airflow, Kubernetes, Cassandra, Druid, Snowflake, AWS, Generative AI, DataDriven Innovation, Looker, Tableau, ReactiveJS, Cloud Infrastructure, Data Analytics, Data Processing, Machine Learning, Data Science, Software Engineering, Software Architecture, Distributed Systems, OpenSource Contributions, Communication, Presentation, Interpersonal Skills"
Datacenter Logistics Assistant,Apex Systems,"Chicago, IL",Associate,Onsite,"Data Center Logistics, Warehouse Logistics, Inventory Management, Microsoft Office Suite (Outlook Excel Word), Data Center Experience, Team Management, Spreadsheet Programs, Program Debugging, Verbal and Written Communication, Problem Solving, Customer Service, Time Management, High School Diploma, 2+ Years Experience in Warehouse/Supply Chain, Associate's Degree in Computer Programming or Equivalent Training, 02 Years Experience in Computer Programming"
"Senior Manager, Biostatistics / Data Reporting and Analytics, KPSC R&E Behavioral & Health Services Research",Kaiser Permanente,"Pasadena, CA",Mid senior,Onsite,"Statistical Consulting, Medical or Health Analytics, SAS, R, Advanced Statistical Language, Leadership, Biostatistics, Statistics, Public Health, Data Science, Data Analytics, Internal or External Publication, Data Quality, Model Creation and Interpretation, Procedure Manuals and Documentation, Health Care Coding, Process Mapping, Program Writing, Negotiation, Business Planning, Written Communication, Data Extraction, Data Mining, Data Visualization Tools, Statistical Programming Language, Relational Database Management, Vendor Management, Delegation, Project Management"
Architecte BI Databricks,CGI,"Montreal, Quebec, Canada",Mid senior,Onsite,"Data Architecture, ETL, Data Modeling, SQL, Agile, Azure DevOps, Business Intelligence (BI), Databricks, Power BI, Azure Data Factory, Data Lake, Cloud Computing, Data Warehousing, Software Development, IT Consulting"
Senior Mechanical Engineer - Data Center,Olsson,"Oklahoma City, OK",Mid senior,Onsite,"Mechanical engineering, Project design, Data center industry, Technical reports, Troubleshooting, Communication, Collaboration, Teamwork, Bachelor's in mechanical engineering, 8+ years of mechanical engineering experience, PE license, Selfstarter, Investigation, Problemsolving"
"Data Science Manager, Growth",Coinbase,Los Angeles Metropolitan Area,Mid senior,Onsite,"DeFi, NFTs, DAOs, Web 3.0, Data science, Experimentation, Analytics, Advanced modeling, Business insights, Growth strategies, Scalable processes, Communication structure, Cadence, Data storytelling, Performance management, Data automation, BA / BS degree, Highperforming data science/analytics team, Business insights, Data science initiatives, Internal and external storytelling, Executive presentations, Analytics tools, Data visualization, SQL, R, Python, Data models, Experimental design, Execution, Communication, Collaboration, Prioritization, Influence, Team leverage, Experimentation, Causal inference, Looker, Tableau, Business intelligence platforms, Fintech product, Growth areas, Structured data, Unstructured data"
Data Management Controller 2/3 (End item data package) - Space C with Security Clearance,ClearanceJobs,"San Diego, CA",Mid senior,Onsite,"Configuration Management, Aerospace, Data Analysis, MS Excel, MS Office, Adobe Acrobat, Quality Management Systems, Engineering Drawings, Customer Service, High School Diploma or GED, Bachelor's Degree, CMPIC, Lean Principles, ERP/MRP (Costpoint), Flexible Hours, Overtime, Weekend Work, US Citizenship"
GIS Specialist- Senior (Database Administration) (Remote),Serigor Inc,"Raleigh, NC",Associate,Onsite,"Database administration, Geospatial Database, Data Modeling, Quality Control, Quality Assurance, Process Automation, Scripting, ETL platforms, Esri Product Suite, IT Customer Support, Documentation, Technical Writing, Conceptual Modeling"
Contractor - Epic Clarity Data Analyst - Revenue Cycle,Deloitte,"Oklahoma, United States",Mid senior,Onsite,"Revenue cycle management, Healthcare data analysis, Data visualization, Epic Clarity reporting, SQL Python R, Analytics, User observation, Workflow analysis, Usability testing, Project management, Agile methods, Communication, Organization, Technical skills, Epic Revenue Cycle certification, Certified Health Data Analyst (CHDA) certification, Healthcare setting, Clinical experience, Inpatient, Outpatient"
Data Scientist,Adame Services LLC,"Richmond, VA",Mid senior,Onsite,"Data Analytics, Data Management, Data Retrieval, Data Analysis Tools, Data Visualization Tools, Statistics, Surveys, Sales Data, Operational Data, Government Operations, Utilities"
Product Data Analyst,Applause IT Recruitment,"Crewe, England, United Kingdom",Mid senior,Onsite,"Product Data Analysis, Software, SaaS, Telematics, SQL, Python, Programming Languages, ETL/Pipeline Building, Data Visualization, Reporting, Data Literacy, Dashboard Development, Business Intelligence, DataDriven Decision Making, Agile, Innovation, Continuous Improvement"
Senior Java Developer - Data Engineering,Global Information Technology,"Jersey City, NJ",Mid senior,Onsite,"Java, Scala, Data Structures, Algorithms, SQL, NoSQL, Kafka, Spark, DevOps, Metaprogramming, Distributed Components, Object Oriented Programming, Functional Programming"
Project Manager-Data - I (700551),The Judge Group,"Bridgewater, NJ",Mid senior,Onsite,"Project Planning, Project Management, Excel, SQL, Data Visualization, Presentation Skills, Client Focus, Oral Communication, Written Communication, Experience in Various Lines of Business, Strong Project Management Skills, Strong Partnering Skills, Strong Analytical Skills, Strong Attention to Detail, Solid Technical Acumen, Solid Business Acumen, Solid Financial Acumen, Knowledge of Verizon Business Systems, Collaboration Skills, Record Keeping, Google Documentation Management, Online Automation, Clearance Analytics, Clearance Process Management, Compliance Guidance, Data Collection, Task Assignment, Risk Analysis, Bachelor's Degree, Master's Degree (Optional)"
D208 - Human Resources - Data Analyst,River Edge Behavioral Health,"Macon, GA",Mid senior,Onsite,"Data Analysis, Data Interpretation, Data Visualization, Data Acquisition, Data Integration, Database Development, SQL, Python, Statistics, Research Methods, Decision Making, Problem Solving, Project Management, Quality Management, Teamwork, Communication, SQL, Python"
Domain Architect - Data & Analytics,Brooks Running,"Seattle, WA",Mid senior,Onsite,"Data architecture, Cloud data solutions, Snowflake Data Platform, SQL, Data management, Data integration, Database development, Python, R, MATLAB, ETL, Business intelligence tools, Tableau, Power BI, Data science, Data engineering, Business intelligence, Data science, Product management, Data management, Governance, Application portfolio, Proof of concepts, Architecture quality, Technical debt, Architecture Review Board, Bachelor's degree in Computer Science, 10+ years professional experience in data warehousing, Data modeling, Data analysis, Data architecture concepts and techniques, Expert knowledge of SQL, Data protection laws and regulations, Communication skills, Problemsolving skills, Analytical skills, Attention to detail, Ability to work collaboratively, Ability to multitask, Exposure to data science technologies and capabilities"
Senior Data Engineer,Clio - Cloud-Based Legal Technology,"Calgary, Alberta, Canada",Mid senior,Onsite,"Senior Data Engineer, Data Engineering, Cloud Data Analytics Services, Data Warehousing, Data Visualization, SQL, Python, Scala, Ruby, AWS, Hadoop, Spark, Kafka, Airflow, dbt, Redshift, Model and Design of DB schemas, Data ingestion techniques, ETL/ELT processes, Data Lakes, Data Warehouses, Data System Creation, Data Integrity, Test Design, Analysis, Validation, Documentation, Collaboration, Communication, Data Trustworthiness, Data Platform, Mentorship, Competitive Salary, Health Benefits, Dental Insurance, Vision Insurance, Hybrid Work Environment, Flexible Time Off, Counseling Benefit, RRSP Matching, RESP Contribution, Clioversary Recognition Program, Diversity, Inclusion, Belonging, Equity, Accessibility"
Database Developer,Btechnical Group,"Dallas, TX",Associate,Onsite,"SQL, Tableau, Power BI, Data Integration, Azure data environments, Excel automation, Source Control, Power Apps, SSRS, Power BI Paginated Reports, Python, Alteryx, Data Visualization, Report Development, Technical and Analytical Abilities, Data design, Data integration, Analytical solutions development, Bachelors Degree, Database programming, Database development, Financial and/or Investment Experience"
Trader - Data Collection (Part Time/On-Call),"Caesars Entertainment, Inc.","Las Vegas, NV",Mid senior,Onsite,"NFL/NBA, Data collection, Data analysis, Basketball, Football, Roster, Rotation, Injury, Game rules, Stats tracking, External sources, Game trends, Player fouls, Load management, Usage percentages, Communication, Partnership, Trading, Product, Quality Control, Large data sets, English, Software, Tools, Microsoft Office, Excel, PowerPoint, Word, Regular attendance, Physical fitness, Drug test, Background check, People management, Project management"
Data Analyst,Southern Shirt (SSCO),"Birmingham, AL",Mid senior,Onsite,"Data Analysis, Data Interpretation, Reporting, Financial Analysis, Business Intelligence Solutions, Market and Competitive Analysis, Financial Modeling, Forecasting, Advisory and Collaboration, Process Documentation, Excel, Tableau, SQL, ERP Systems, Netsuite, Financial Concepts, Budgeting, Forecasting Skills, Analytical Skills, Communication Skills, Problemsolving Skills, Process Improvement, Apparel Industry Knowledge, Retail Industry Knowledge, Consumer Product Industry Knowledge, Bachelor's Degree in Finance, Master's Degree in Finance, 5+ years of experience in Business Intelligence or Data Analytics"
Configuration / Data / Records Manager with Security Clearance,ClearanceJobs,"Huntsville, AL",Mid senior,Onsite,"Program Management, Data Management, Records Management, Technical Writing, Project Management, Microsoft Office Suite, Web Portals, Shared Folders, Task Management, Meeting Coordination, Action Item Tracking, Engineering Review Process, DoD Top Secret Clearance, US Citizenship"
Financial Data Analyst,Alvarez & Marsal,"Tampa, FL",Associate,Onsite,"Data Analysis, Financial Reporting, KPI Dashboards, Data Warehousing, Data Engineering, SQL, Power BI, Tableau, Power Automate, Accounting, Finance, Data Collection, Data Preparation, Data Normalization, Metadata, General Data Analysis Tooling, Code Writing, Training, Communication, ProblemSolving, Attention to Detail, Team Collaboration, Business Acumen, Troubleshooting, Knowledge of Financial Concepts"
"Project Manager , Enterprise Data Analytics ,Management Consultant.",INSPYR Solutions,"Miramar, FL",Mid senior,Onsite,"Project Management, Analytics Reporting, Gap Analysis, Collaboration, Communication, Business Requirements Translation, Big Data, Analytical Solutions, BusinessObjects, MicroStrategy, Power BI, Einstein, Tableau, Resource Management, Development Planning, Consulting Experience, Enterprise Analytics Transformation, Business Intelligence, Data Visualization, Data Analytics"
Databricks Developer,"The Dignify Solutions, LLC","Princeton, NJ",Associate,Onsite,"Databricks Platform, Data pipelines, Spark SQL, Python, Scala, Cloud native tools, Azure, AWS, Real time data pipeline"
Data & Exams Officer,Ribbons & Reeves,"Hammersmith, England, United Kingdom",Associate,Onsite,"Data management, Data analysis, Microsoft Excel, School Management Information Systems (MIS), Databases, Planning, Assessment, Statistical analysis, Report writing, Communication skills, Organizational skills, Accuracy, Attention to detail, Time management, Invigilation, Liaising, Adaptability, Versatility"
"Manager, Anti-Money Laundering (AML)",MNP,"Calgary, Alberta, Canada",Mid senior,Onsite,"Antimoney laundering (AML), Regulatory reporting, Financial crime, Accounting, Investigation, Business consulting, Project management, Client relations, Leadership, Team management, Communication, Research and analysis, Problemsolving, Business development, CAMS certification, Bachelor's degree in business or related field, Master's degree (asset), 46 years of advisory or consulting experience, Knowledge of regulatory reporting software"
"Medical Laboratory Scientist (aka MLS, MT, or MLT)",Brine Group,"Maine, United States",Mid senior,Onsite,"Medical Laboratory Science, Medical Technology, Clinical Laboratory, Chemical Science, Physical Science, Biological Science, Medical Technologist, Medical Laboratory Technician, Categorical Technologist, ASCP, AMT, Chemistry, Hematology, Microbiology, Urinalysis, Coagulation, Blood Bank, Histology, Histotechnologist, Histotechnician, Cytology, Cytotechnologist, Cytotechnician"
Sr. Data Analyst,INSPYR Solutions,"Deerfield Beach, FL",Mid senior,Onsite,"Data Management, SQL, Data Modeling, Data Quality Analysis, Strong Verbal and Written Communication/Presentation Skills, Data Governance, Data Requirements, CrossFunctional Data Needs, Report Disposition/Development Projects, ERP Process, Source to Target Mappings, Data Testing and Troubleshooting, SQL and/or Reporting Tools, Teamwork and Collaboration, Microsoft Office Suite, Analytical Thinking, ProblemSolving, Attention to Detail, US Citizenship or GC Holder or Authorized to Work in the U.S."
Senior Developer - Database / SSIS,Reserve Bank of Australia,"Sydney, New South Wales, Australia",Mid senior,Onsite,"Systems analysis, Systems design, Software packages, New software evaluation, New tools evaluation, New techniques evaluation, Business requirements analysis, Software development policies, Software development standards, Software development guidelines, Tool selection, Realtime APIs, Integration technologies, DevSecOps, Cloud technologies, Container technologies, Backend application development, Database development, Continuous improvement, Innovation, Coding, Integration software services, Code reviews, Unit tests, Integration tests, Git, Azure DevOps, Microsoft SQL Server Integration Services (SSIS), ETL operations, Azure SQL Managed Instances, Scripting, Automated database builds, Database versioning tools, DBGhost, FlyWay, Performance tuning, Scripting languages, Shell script, PowerShell, Data warehouse modelling, Objectoriented programming (OOP), Java"
Senior Data Engineer,Jobot,"Los Angeles, CA",Mid senior,Onsite,"Apache Spark, Apache Flink, Python, AWS, SQL, Redshift, Big Data, Data processing, Data engineering, Data sources, YouTube API, Bachelor's degree, Master's degree, Computer Science, Engineering"
"Manager, Data Analytics and A/B Testing",Tory Burch,"New York, NY",Mid senior,Onsite,"SCRUM Analytics, Customerlevel analytics, A/B testing, Statistics, Economics, SQL, Python, Scripting/automation techniques, Big Query, Tableau, Data visualization software, Google Analytics, Optimizely, Sailthru, Microsoft Office applications, Excel"
"Senior MLS Engineer, Autonomous Driving Startup",Recruiting from Scratch,"Ann Arbor, MI",Mid senior,Onsite,"Software development, Systems engineering, Distributed systems, Opensource data platforms, Cloudbased systems, Embedded systems, Largescale distributed databases, Model training systems, Performance optimization, Software/hardware system architecture, Faulttolerant distributed runtime systems, Domainspecific language, Distributed database systems, Apache Spark, Compliers, Operating systems, Data transfer, Big data"
Sales Director - Data & AI,Accenture,"Irving, TX",Mid senior,Onsite,"Cloud computing, Data warehousing, Data analytics, Cloud migration, Artificial intelligence, Machine learning, Business intelligence, Technical sales, Sales process, Sales expertise, Client relationship building, Data modeling, Deployment architecture, Edge computing, Humancentric solutions, Eventdriven architecture, Domaindriven design, Diversity, Inclusion, Equal opportunity, Disability accommodation, Religious accommodation, Work authorization, Criminal background check, Compensation, Benefits, Learning and development, Certification"
Lead Data Analyst,Infosys,"Dallas, TX",Mid senior,Onsite,"Machine Learning, Python, Data Science, Data Quality, Data Gathering, Coding Best Practices, Lean Development, Agile Development, Deep Learning, Generative AI, Large Language Models, Cognitive Services, SQL, Hive, Spark, Scala, Tableau, Big Data, Hadoop Distributed File System (HDFS), Perception, Regression, Computer Vision, Natural Language Processing, Time Series Data, Distributed Systems, Statistical Testing"
Technology Consultant - Data Analytics,Langan Engineering & Environmental Services,"Seattle, WA",Mid senior,Onsite,"Data Management, Data Analytics, Power BI, Tableau, Relational Databases, Electronic Data Capture, IoT, Sensor Data, System Integration, Needs Assessment, Project Scoping, Project Budget Management, Written Communication, Verbal Communication, Business Development, Technology Solutions, Strategic Selling, Consultative Selling, Client Relationship Management, Stakeholder Management, Networking, Conference Attendance, Industry Event Attendance, Client Meetings, Bachelor's Degree in Information Technology, Bachelor's Degree in Science, Bachelor's Degree in Mathematics, Bachelor's Degree in Engineering, 8+ Years of Business Development Experience, 40% Travel"
Senior Data Analyst,Target,"Minneapolis, MN",Mid senior,Onsite,"Data Science, Business Analytics, Data Analysis, Data Modeling, Data Manipulation, Data Visualization, Business DecisionMaking, Data Gathering, Analytical Solutions, Reporting, Dashboards, Analytical Methodologies, Industry Trends, Emerging Technologies, SQL, Python, Tableau, TSQL, Master's Degree, Business Analytics Experience, Retail Sector Experience, Dashboard Prototyping, Data Transformation, Telecommuter"
Sr. Data Engineer,Ashley Furniture Industries,"Tampa, FL",Mid senior,Onsite,"Data engineering, Data warehousing, Data mining, Data modeling, Data quality, Data pipelines, Data integration, Machine learning, Spark SQL, R, Python, Java, Scala, SQL, TSQL, Azure Synapse Analytics, Azure Blob Storage, Databricks, Hadoop, Hive, NoSQL, Azure, Cloud computing, Distributed processing, Software development, Scrum, Agile"
Team lead - Data Collection,Talent,"Melbourne, Victoria, Australia",Mid senior,Onsite,"Data collection, Data analysis, Data management, Data visualization, Data trends analysis, Risk analysis, Strategic foresight, Project management, Stakeholder engagement, Public sector experience, Communication skills, Risk management, Contingency management"
"Manager Engineering, Data Infrastructure",ACV Auctions,"Chicago, IL",Mid senior,Onsite,"AWS, Docker, Google Cloud, Java, Python, React, Node.js, Kubernetes, Terraform, Helm, Kafka, Engineering Management, Software Development, Domain Driven Design, Agile, DevOps, Data Warehousing, Data Infrastructure, Data Engineering, Cloud Computing, Modern Languages and Technology Stacks, Product Lifecycle Management, Continuous Improvement, Communication Skills, Leadership, Autonomy"
Sr. Data Developer,TechTammina LLC,"Troy, MI",Mid senior,Onsite,"Data Development, Oracle, SQL, OLTP, 3NF, Dimensional Modeling, Data Mart Modeling, Star Schema, Snowflake, Data Analysis, SDLC, Scaled Agile Delivery Frameworks, PL/SQL, ETL Tools, Data Stage, Business Intelligence Reporting, Cognos, PowerBI, Oracle Database Performance Tuning, Data Profiling, Data Modeling, Data Analysis, Data Mapping, Data Structure Design, Business Requirements Gathering, Design Guidance, Development Team Collaboration, Data Processing Accuracy, Data Processing Efficiency, Data Processing Completeness, Work Prioritization, Timelines"
Analyste DATA Sénior,Logient,"Montreal, Quebec, Canada",Mid senior,Onsite,"Data Analysis, Reporting, Impact Assessment, Communication, Documentation, Testing, Amazon Quicksight, SAP Webi, English, French, Retail Experience"
Business/Data Analyst w/ Data Dictionary/Metadat,Dice,"Charlotte, NC",Mid senior,Onsite,"Data Management, Business Analysis, Data Analytics, Project Management, Data Governance, Data Quality Control, Data Dictionary, Data Lineage, Data Controls, Enterprise Data Management Policy, Data Quality Metrics, Data Quality Audits, Data Sources, Data Remediation, Data Governance Standards, Data Governance Procedures, Data Integration, Data Migration, Data Warehousing, Data Modeling, Data Security, Data Privacy, Data Architecture, Data Engineering, Data Science, Machine Learning, Artificial Intelligence, Big Data, Cloud Computing, SQL, Excel, Communication Skills, Written Communication Skills, Verbal Communication Skills, Leadership, Teamwork, Problem Solving, Analytical Skills, Business Acumen, Technical Acumen, Bachelor's Degree, 5+ Years of Experience"
Head of Data Center Economic Development,Google,"Chicago, IL",Mid senior,Onsite,"Engineering, Science, Public Policy, Business, Political Science, Economics, Tax, Policy, Legal, Real Estate, Consultancy, Utility Contracts, Economic Development Impact Studies, Economic Development Marketing, Government Affairs, Public Policy, Indirect Taxes, Economic Development Policy, Presentation Development, Location Strategy, Site Selection, Portfolio Management, Market Knowledge, Tech Industry Knowledge, Business Discussions, Relationship and Coalition Building, Compliance, Policy and Regulation, Content Development, Messaging, Planning, Industry Coalitions, Legislative Efforts, Policy Advancement, Market Narratives, Community Engagement, Public Affairs, Workforce Development, Social Impact"
Database Engineer,Pierce,"Melbourne, FL",Mid senior,Onsite,"Azure DevOps, Database design, SQL, TSQL, Data architecture, Data warehousing, Visual Basic, C#, Programming, ETL, Data modeling, RDBMS, Foglight, Dimensional modeling, Crossfunctional collaboration, Time management, Bachelor's degree, Analytical skills, Problemsolving, Critical thinking"
Database Administration Manager,Cybrex LLC,"Norfolk, VA",Mid senior,Onsite,"STEM, Cyber Security Work Force (CSWF), DoD 8570.01M, IAT (Information Assurance Technical) Level II, Database Administration, Data Warehousing, SQL, Data Dictionary, Data Correction Log, System Documentation, Data Modeling, SSBI (Sensitive Compartmented Information clearance), SSBIPR (Sensitive Compartmented Information clearance with polygraph requirement), SECNAVINST M5510.30, DODINST 8500.2"
Senior Data Analyst,California Public Utilities Commission,"Los Angeles, CA",Mid senior,Onsite,"Data Analysis, Energy Policy, Climate Policy, Quantitative Analysis, Stakeholder Engagement, Public Speaking, Research, Communication, Problem Solving, Energy Efficiency, Customer Generation, Demand Response, Procurement Planning, Grid Infrastructure, Distributed Energy Resources, Utility Data Access, Data Privacy, Customer Data Access, Data Standardization, Data Efficiency, CalCareer Account, STD 678 State Application, Examination/Employment Application, Resume, Statement of Qualifications, Microsoft Office Suite, Windows Operating System, Internet Explorer, Google Chrome, Firefox, Safari"
Lead Data Engineer,Info Way Solutions,"Maryland, United States",Mid senior,Onsite,"Python, PySpark, SQL, AWS DMS, AWS Glue, AWS Step Functions, Amazon S3, Amazon Redshift, Amazon RDS, Amazon EMR, AWS IAM, AWS Lambda, Database modeling, Data warehousing, Data pipeline development, ETL best practices, Performance optimization, Monitoring and logging, Security and compliance, Automation, Collaboration, Continuous learning, Infrastructure as code, Data validation, Error handling, Data quality checks, GDPR, HIPAA, AWS CloudFormation, Terraform, AWS CloudWatch, Amazon CloudTrail, Communication skills, Teamwork"
"Sr. Engineering Manager, Databases - Max Digital",ACV Auctions,"New York, United States",Mid senior,Onsite,"SQL Server, MongoDB, Data Engineering, Data Platforms, Data Warehousing, Database Modeling, DataDriven Applications, ETL, SSIS, Airflow, C#, Python, AWS RDS, S3, SQS, SNS, OLAP, DBT, Computer Science, Data Science, Information Systems, Relational Databases, Scalable Services, DevOps, Software Engineering, NoSQL, Cloud Services"
"Mechanical Commissioning Engineer II, Data Center Services",CAI,"Phoenix, AZ",Mid senior,Onsite,"Mechanical Commissioning, Data Center Commissioning, Mission Critical Design, Building Automation Systems, Variable Refrigerant Flow, Computer Room Air Conditioners/Handlers, Evaporators, Adiabatic Coolers, Pressure/Temperature/Humidity sensors & Flowmeters, Thermodynamics, Heat Transfer, Fluid Flow, Test Adjust and Balance (TAB), Trend Analysis, Microsoft Office Suite, Safety Protocols, OSHA Standards, Mechanical Drawings, P&ID, Project Management, Communication Skills, English Proficiency, Passport"
"Chief Data Architect, Personal Investor CDAO",Vanguard,"Scottsdale, AZ",Associate,Onsite,"Information management, Data governance, Data engineering, Data architecture, Data modeling, Data quality, Data privacy, Data security, Cloud computing, Data mesh, Query layer, Agile, AWS, Python, Java, Scala, Node, Software architecture, Database technology, Distributed data pipelines, Target architectures, AWS Solution Architect  Professional, AWS Certified Data Analytics  Specialty"
"Associate Director, Data Enablement",KMK Consulting Inc.,"Morristown, NJ",Mid senior,Onsite,"Data analytics, Consulting, Strategy, Commercial operations, HEOR/RWE, Data science, Market research, Expertise, Pharmaceutical Domain, Communication, Data knowledge, Stakeholder management, Vendor management, Contracting, Governance, Legal, Data experience, Pharma supply chain, Business rules, Life Sciences, Competitive salary, Vacation, Pension, Life insurance, Private health insurance, Remote working, Flexible hours"
Data Analyst,The Walt Disney Company,"Burbank, CA",Mid senior,Onsite,"SQL, Data visualization, Data analysis, Data processing, Python, R, SAS, STATA, SPSS, Q, MarketSight, Decipher, Qualtrics, SurveyMonkey, Snowflake, Databricks, Quantitative reasoning, Analytical skills, Critical thinking, Communication skills, Multitasking, Time management, Market research, Statistics, Subscriptionbased business models"
Data Entry / Customer Service Rep.,"The Millennium Group, Where Service Matters","Readington Township, NJ",Mid senior,Onsite,"Chubb products, Personal lines insurance, Phone contact center, Multiapplication navigation, Multitasking, Communication skills, Computer skills, Problem solving, Decisionmaking, High school diploma, College degree"
Junior Data Engineer,"University of California, Riverside","Riverside County, CA",Mid senior,Onsite,"Data Engineering, Data Management, Data Modeling, Data Warehousing, Data Analytics, Data Mining, ETL, Python, SQL, Cloud Computing, Hadoop, Spark, AWS, Google Cloud, Microsoft Azure, Big Data, Data Governance, Communication Skills, Analytical Skills, Strong organizational skills, Service Orientation Skills, Programming Languages, Computer Systems, Database Administration, Data Definition, Data Conversion, Relational Database Management Systems (RDBMS), Data Structures, Attention to Detail, ProblemSolving Skills, Critical Thinking, Ability to meet deadlines"
Clinical Data Quality Analyst,"Software Guidance & Assistance, Inc. (SGA, Inc.)","Basking Ridge, NJ",Associate,Onsite,"Data Quality, Data Analytics, Clinical Data, Data Profiling, Data Validation, Data Warehousing, Data Lakes, Big Data, Lakehouse, Data Integration, Data Ingestion, Data Pipelines, Data Standards, Data Governance, Master Data Management, Data Quality Tools, SQL, Python, AWS Cloud Platform, S3, Data Lake, Informatica IDQ, Collibera DQ, EDC, NonCRF Data, Basic Research Datasets"
Health & Benefits Data Analyst Intern,Aon,"Chicago, IL",Associate,Onsite,"Health & Benefits Data Analyst, SQL, MS Office, Tableau, PowerBI, Python, R programming, Collaboration, Critical Thinking, Problem Solving, Data Visualization, Health Claims Datasets, Quantitative Skills, Analytical Skills, Communication Skills, Microsoft Office Suite, Scripting Languages, Data Analytics, Statistical Analysis, Health Care Market, Health & Welfare Strategies, EmployerSponsored Health Benefits, U.S. Health Care System, Health Care Trends, Innovative Solutions, College Seniors, 10Week Summer Program, Aon Summer Internship Program, Aon Launch Program, Aon Early Career Development Program, Employee Benefits, Agile Environment, Work/Life Balance, Smart Working, Global Wellbeing Days, Flexible Working Styles, Diversity and Inclusion, Equal Opportunity Employer, Reasonable Accommodations"
Senior Datacenter Product Development Engineer,NVIDIA,"Austin, TX",Mid senior,Onsite,"PCIe technology, PCIe system and interface troubleshooting, Validation testing and characterization, Datacenter compute or storage system development, X86 or ARM64 Processors, NVMe SSD, CXL technologies, Test coverage, Production rampups, Manufacturing test requirements, Test methodology, Test plan, Test flow, Rootcausing of PCIe device related failures, Data analysis of manufacturing test logs, Software tools/infrastructure, New product development, Productization, Hardware software and product engineering teams, AI hardware and software architecture, Linux commands and utilities, Problemsolving and troubleshooting expertise, Rootcause analysis, Selfinitiative, Interpersonal skills, Flexibility to adapt to new technologies, CXL design validation and testing"
Infrastructure Critique du Centre de Données IV - Data Center Critical Facilities IV,Equinix,"Montreal, Quebec, Canada",Mid senior,Onsite,"Facilities Maintenance, Mechanical Systems Maintenance, Electrical Systems Maintenance, Plumbing Systems Maintenance, Fire Suppression Systems Maintenance, Safety Systems Maintenance, HVAC Systems Maintenance, Building Management Systems (BMS), Energy Efficiency Measures, Site Logs, Maintenance Operation Protocol (MOPs), Single Points of Failure (SPOFs), Incident Response, Troubleshooting, Repair, Preventive Maintenance, Corrective Maintenance, Inspections, Installations, Adjustments, Calibration, Data Center Operations, Infrastructure Projects, Collaboration, Communication, ProblemSolving, DecisionMaking, High School Diploma, 24 Years of Experience, French Language (Required), English Language (Required)"
