Track,Album Name,Artist,Release Date,ISRC,All Time Rank,Track Score,Spotify Streams,Spotify Playlist Count,Spotify Playlist Reach,Spotify Popularity,YouTube Views,YouTube Likes,TikTok Posts,TikTok Likes,TikTok Views,YouTube Playlist Reach,Apple Music Playlist Count,AirPlay Spins,SiriusXM Spins,Deezer Playlist Count,Deezer Playlist Reach,Amazon Playlist Count,Pandora Streams,Pandora Track Stations,Soundcloud Streams,Shazam Counts,TIDAL Popularity,Explicit Track
Move,Move - Single,Adam Port,6/7/2024,DEEC33501508,459,71.9,"5,917,083","1,348","19,711,644",67.0,"1,541,922","39,879","21,800","4,700,915","53,279,473",,45.0,12,3,14.0,"669,637",22.0,"28,895",16,,"196,937",,0
Entrapreneur,Entrapreneur,Central Cee,12/21/2023,USSM12309238,"3,987",21.4,"27,850,857","13,873","8,249,759",,"13,933,188","336,872",,,,"235,522,928",10.0,"3,421",711,18.0,"237,640",12.0,"983,003",74,,"84,148",,1
Bondade de Deus,Bondade de Deus,Isaias Saad,2/21/2022,BCII12200001,"3,960",21.5,"91,842,323","15,910","8,695,499",63.0,"237,180,411","1,961,210","554,995","6,613,662","149,090,596","508,469",10.0,82,,56.0,"7,488,178",9.0,,,,,,0
traitor,SOUR,Olivia Rodrigo,5/21/2021,USUG12101243,550,65.5,"1,564,979,439","150,597","73,290,053",80.0,"500,794,182","7,451,635","453,412","392,179,677","2,639,611,818","2,578,474,407",147.0,"93,825",182,29.0,"150,235",25.0,"64,240,084","79,459",,"3,156,314",,0
DISPO,DISPO,KAROL G,8/10/2023,USUG12305267,"3,952",21.5,"113,567,783","11,700","10,018,246",68.0,"70,427,226","409,549",,,,,7.0,"1,330",4,2.0,"239,220",16.0,"10,704,039",792,,"134,837",,1
SNEAKERS,CHECKMATE,ITZY,7/15/2022,US5TA2200033,"4,128",20.9,"95,952,617","10,516","3,921,848",56.0,"259,567,120","4,792,675","94,849","110,711,487","745,339,618","136,531,328",7.0,"1,906",54,4.0,"9,169",16.0,"320,748",429,,"203,035",,0
MEMORIAS,Microdosis,Mora,4/1/2022,QM4TX2252943,"2,527",28.2,"359,336,745","67,125","16,316,500",70.0,"143,505,182","823,971","20,600","9,094,523","82,205,989","340,159,905",38.0,"8,665",170,4.0,"54,118",14.0,"367,017",319,,"868,434",,0
Counting Stars,Native (Standard),OneRepublic,1/1/2013,USUM71301306,892,51.1,"2,466,006,842","343,135","114,346,295",81.0,"304,524,339","2,956,756","382,991","125,290,160","1,245,061,983","149,045,425",198.0,"237,316",170,138.0,"1,401,001",40.0,"1,394,055,006","1,085,579",,"118,910",,0
ARRANCARMELO,ARRANCARMELO,WOS,4/6/2022,UYB282206048,"4,504",19.6,"223,426,639","36,161","8,039,699",63.0,"135,822,239","1,770,582","83,501","52,704,504","422,027,661","135,460,144",6.0,"2,526",,7.0,"281,211",4.0,"16,762",166,,"538,337",,0
"Jhoome Jo Pathaan (From ""Pathaan"") [Arabic Version]","Jhoome Jo Pathaan (From ""Pathaan"") [Arabic Version] - Single",Abd El Fattah Grini,1/14/2023,INY092300003,402,76.2,"1,993,244",245,"79,264",28.0,"944,088,313","6,351,302",,,,"1,464,736",,368,,,,,,,,"28,908",,0
Heaven,Kane Brown (Deluxe Edition),Kane Brown,10/6/2017,USRN11700088,"2,584",27.8,"492,361,216","43,773","13,627,930",66.0,"697,287,853","3,494,761","107,020","5,665,191","74,609,105","474,602,562",46.0,3,35,6.0,"48,525",27.0,"394,651,147","237,908",,,,0
911,911,Sech,2/5/2021,QM9WM2000134,"2,058",31.8,"352,258,962","68,202","13,733,700",55.0,"415,445,675","2,300,245","321,298","59,055,794","425,874,947","5,980,666",43.0,"26,965",92,7.0,"59,604",22.0,"13,388,831","4,469","4,291,370","943,449",,1
Coraï¿½ï¿½ï¿½ï¿½o,"Patroas, EP1",Marï¿½ï¿½lia Mendo,7/10/2020,BRWNV2000088,"4,370",20.1,"71,915,713","6,180","8,643,384",54.0,"611,609,157","2,544,961","9,284","817,211","13,591,360","2,058,446,921",10.0,"1,872",,40.0,"1,304,457",2.0,"78,983",,,"127,483",,0
La Romana,X 100PRE,Bad Bunny,12/23/2018,QM7281884731,"4,191",20.7,"410,897,040","71,655","16,804,911",68.0,"428,412,819","3,256,737","15,791","10,068,979","79,348,588","26,238,783",37.0,"5,585",19,8.0,"184,206",3.0,"47,439,393","26,404",,"2,764,964",,1
Criminal,Criminal,NATTI NATASHA,8/18/2017,USB271700112,648,59.6,"889,098,343","84,086","32,287,923",69.0,"2,707,034,440","9,483,547","425,400","28,701,107","312,894,649","278,049,333",58.0,"15,053",88,39.0,"482,047",59.0,"190,129,072","63,576",,"3,803,337",,0
Heaven Takes You Home,Paradise Again,Swedish House Mafia,4/15/2022,USUG12202132,"3,649",22.5,"248,202,976","55,197","31,793,054",71.0,"59,788,261","351,230","11,712","2,134,589","36,131,031","1,752,736,829",50.0,"49,346",347,35.0,"1,204,670",12.0,"6,850,903","1,019",,,,0
Renegades,Renegades,X Ambassadors,3/17/2015,USUM71502643,"4,445",19.8,"785,571,181","131,703","26,404,041",70.0,"492,974,141","3,162,813","36,859","9,348,443","74,904,030","17,622,437",96.0,"89,938",279,30.0,"100,159",22.0,,,,"9,672,381",,0
"...And to Those I Love, Thanks for Sticking Around",STOP STARING AT THE SHADOWS,$uicideboy$,2/14/2020,QZAPK1900020,"1,709",35.3,"675,082,623","167,727","15,198,984",73.0,"269,460,083","3,292,285","429,682","52,925,469","318,296,586","5,466,526",14.0,9,,5.0,"22,406",,"11,746,442","31,117",,"3,195,912",,1
Ya No Vuelvas,Ya No Vuelvas,Luck Ra,8/9/2022,CLPP22200035,"2,816",26.4,"28,739,240","4,519","1,778,008",51.0,"378,611,518","826,925","43,939","2,316,894","26,531,589","4,172,329",,"1,411",,2.0,"6,728",,,,,,,0
Afterglow,#NAME?,Ed Sheeran,1/1/2020,GBAHS2001193,"3,345",23.7,"461,495,506","64,344","35,844,454",63.0,"183,828,202","2,212,191","224,600","65,566,122","574,322,224","8,907,151",150.0,"231,033",81,51.0,"659,475",37.0,"20,459,070","7,837",,"4,121,636",,0
What You Know Bout Love,Shoot For The Stars Aim For The Moon,Pop Smoke,7/3/2020,USUM72013339,193,109.5,"1,125,681,368","251,023","32,574,699",72.0,"306,628,096","3,322,075","5,487,112","345,484,397","2,775,640,343","258,709,304",119.0,"372,838",744,21.0,"94,686",22.0,"224,742,683","79,225","70,901,053","3,908,069",,1
sneaky,american dream,21 Savage,1/12/2024,USSM12309176,"3,005",25.4,"54,062,895","14,363","8,542,239",,"8,912,416","129,552",,,,,22.0,623,,8.0,"29,006",1.0,"4,770,909","1,057",,"101,226",,1
So Am I,So Am I,Ava Max,3/7/2019,USAT21900569,"3,558",22.8,"570,045,987","57,702","10,099,210",66.0,"368,297,733","4,429,234","233,355","26,434,189","218,968,895","327,698,772",36.0,"103,692",23,18.0,"46,637",18.0,"37,671,421","37,562",,"4,651,739",,0
MTG QUEM Nï¿½ï¿½O QUER SO,MTG QUEM Nï¿½ï¿½O QUER SOU EU - Si,DJ TOPO,5/10/2024,BXIV82456543,315,86.1,"51,198,446","3,022","40,425,173",80.0,"14,990,394","244,589","245,300",,,,8.0,48,,29.0,"9,552,072",20.0,,,,"128,880",,0
Lighter,Lighter (Extended Mix),Galantis,2/16/2024,USAT22400413,"2,295",29.9,"35,712,909","4,573","31,483,398",5.0,"1,679,600","30,410",,,,"23,503,476",29.0,"49,835",69,31.0,"1,270,197",15.0,"502,092",64,,"271,031",,0
What My World Spins Around,What My World Spins Around,Jordan Davis,5/27/2022,USUM72208440,"1,769",34.6,"225,128,269","23,133","12,193,936",71.0,"6,417,626","36,749","19,339","3,634,753","33,305,600","8,173,626",26.0,"309,999",138,2.0,"87,391",7.0,"126,764,513","9,775","1,153,317","820,952",,0
Butakera,Butakera,La Joaqui,7/28/2022,ARACN2200009,"3,259",24.1,"127,392,768","22,713","6,540,862",59.0,"129,725,858","558,219","897,800","280,690,579","2,966,243,206","7,595,234",5.0,"1,253",,8.0,"41,707",5.0,"39,938",55,,"282,479",,0
Mas Existe um Lugar,Mas Existe um Lugar - Single,Kaio Viana,3/23/2023,SGB502340678,795,54.3,"24,963,236","5,624","1,097,527",48.0,"96,957,064","1,319,260","3,177,849","39,336,848","670,846,125","6,083,511",2.0,,,,,1.0,,,,"228,158",,1
Crazy Form,THE WORLD EP.FIN : WILL,ATEEZ,12/1/2023,KRD442300022,"1,765",34.7,"58,520,078","5,454","5,075,458",,"123,416,768","976,454","8,035","14,763,613","62,979,168","1,488,882,238",9.0,"1,452",20,3.0,"236,558",9.0,"414,834",516,"12,328","143,319",,0
Aesthetic,Aesthetic,Tollan Kim,3/4/2022,SGB502208576,114,144.0,"5,712,985","2,311","535,908",44.0,"3,120,073","56,276","20,114,495","2,452,502,310","33,870,791,454",,4.0,22,,4.0,"1,397",1.0,"21,564",81,,"249,823",,0
I Love Mama Mantu,I Love Mama Mantu,Bulan Sutena,11/1/2021,FRX872121045,"2,468",28.7,"8,887,656","1,905","405,342",37.0,"102,934,351","1,234,889","3,700,000","116,906,472","1,978,705,486","994,101",,99,,,,,,,,"105,455",,0
Mercy,I Love R&B,Kanye West,1/1/2012,USUM71203564,"4,326",20.2,"396,015,053","93,596","20,357,135",64.0,"58,003,262","606,430","15,366","2,379,742","26,586,947","3,288",56.0,446,3,16.0,"79,174",9.0,"632,560,196","909,184",,"5,748,041",,1
Anti-Hero,Midnights,Taylor Swift,10/21/2022,USUG12205736,91,161.8,"1,563,224,246","117,005","97,456,780",80.0,"203,259,285","3,482,508","1,302,967","376,660,493","3,864,505,972","724,976,542",261.0,"1,034,319","1,088",74.0,"4,457,357",150.0,"92,338,994","45,974",,"4,703,179",,0
Paradise,Mylo Xyloto,Coldplay,10/19/2011,GBAYE1101143,"2,873",26.0,"1,291,954,163","205,567","85,747,045",77.0,"325,509,002","2,163,945","755,099","119,567,231","1,016,743,063","1,022,465",109.0,"44,631",109,94.0,"850,177",32.0,"486,445,533","445,013",,"8,726,725",,0
SMOKE IT OFF!,SMOKE IT OFF!,Lumi Athena,11/22/2022,QZTB32217762,"3,389",23.5,"185,817,317","28,912","4,118,167",69.0,"115,720,244","1,632,608","125,310","30,612,777","237,465,039","20,301",1.0,,,1.0,"12,642",,"661,275","2,151",,"675,371",,1
CUTE DEPRESSED,Cute Depressed - Single,Dyan Dxddy,2/2/2024,QZZ662413549,"3,726",22.2,"54,477,192","3,729","21,277,335",77.0,"36,326,774","890,834",,"3,460,300","41,400,000",,2.0,1,,1.0,378,,,,,"120,049",,1
Bura Na Mano Holi Hai,Bura Na Mano Holi Hai,Shaan,2/4/2023,ING642301070,801,54.2,"125,047",6,"44,905",14.0,"659,724,253","4,199,987",,,,"4,618,100",,2,,,,,,,,262,,0
Go Down Deh (feat. Shaggy and Sean Paul),Go Down Deh (feat. Shaggy and Sean Paul),Spice,4/30/2021,USVPR2100046,993,48.2,"218,431,985","56,998","7,122,424",61.0,"336,505,073","3,901,948","3,595,260","338,445,934","4,731,467,896","11,491,467",24.0,"20,192",98,10.0,"193,061",14.0,"12,362,903","6,285","2,388,111","6,024,636",,0
Saawariya,Saawariya,Aastha Gill,10/8/2021,INS172104096,"4,153",20.8,"28,805,237","1,873","836,098",45.0,"153,101,388","1,717,781","2,100,000","11,995,964","212,490,319",,1.0,270,,,,1.0,,,,"105,909",,0
Holy Ghost,Holy Ghost,Omah Lay,11/9/2023,USWB12306574,"4,426",19.8,"61,390,970","11,876","5,284,858",,"28,274,389","310,343",,"1,794,140","11,575,782","49,418,688",45.0,"3,642",119,16.0,"551,854",46.0,"1,898,709",356,,,,0
Steven Universe,Steven Universe,L.Dre,2/21/2020,QZFZ32084911,"1,245",42.4,"54,104,852","14,464","2,212,197",50.0,,,"10,501,056","2,714,697,966","22,902,123,485",,5.0,33,,2.0,287,,"126,291",698,,"503,200",,0
Gï¿½ï¿½ï¿½p ï¿½ï¿½ï¿½ï¿½i,Gï¿½ï¿½ï¿½p ï¿½ï¿½ï¿½ï¿½i,Tuï¿½ï¿½ï¿½n,9/21/2023,US38Y2304586,"3,794",21.9,"1,880,312",408,"22,223",,"58,299,522","173,898","525,671","5,937,642","168,468,483","2,119,803",,,,,,,,,,"10,918",,0
Sing Me to Sleep,The RCA-List (Vol. 2),Alan Walker,1/1/2016,NOG841611010,"4,481",19.7,"381,501,023","56,234","10,566,251",56.0,"933,353,581","7,640,646","239,631","9,860,965","133,544,796","248,228,132",40.0,"22,576",,10.0,"84,292",13.0,"45,353,135","36,069","2,061,025","32,256",,0
Tomorrow 2 (with Cardi B),Tomorrow 2 (with Cardi B),GloRilla,9/23/2022,USUM72217666,996,48.1,"157,806,193","27,840","14,490,602",64.0,"216,925,153","1,357,039","264,839","77,376,260","507,673,872","175,345,907",41.0,"221,878",172,6.0,"22,426",60.0,"54,650,583","33,003",,"1,089,768",,1
FBI,FBI,Picus,2/29/2024,MXUM72400426,"2,386",29.2,"6,591,040",295,"852,893",,"68,503,599","712,779",,,,"161,194,840",1.0,323,,1.0,"50,451",1.0,,,,"35,815",,0
Un Coco,Un Verano Sin Ti,Bad Bunny,5/6/2022,QM6MZ2214892,"1,904",33.2,"534,736,940","54,870","16,605,882",73.0,"243,635,144","1,460,980","35,000","53,470,902","327,984,369","20,204,348",11.0,"1,066",,1.0,72,4.0,"17,997,118","4,174",,"751,985",,0
run for the hills,THINK LATER,Tate McRae,12/8/2023,USRC12302981,"3,604",22.6,"120,880,428","10,296","16,902,097",,"11,115,978","143,233",,,,"1,813,086,064",25.0,"6,894",307,29.0,"297,952",18.0,"13,430,776","1,931",,"147,452",,1
Bijlee Bijlee,Bijlee Bijlee - Single,Harrdy Sandhu,10/30/2021,INUM72100076,"1,832",34.0,"185,690,034","20,169","4,249,749",62.0,"653,915,314","6,109,560","26,625","3,745,325","52,219,515",,13.0,"1,527",,,,6.0,"835,141",472,,"326,010",,0
Hot In It,Hot In It - Single,Tiï¿½ï¿,6/30/2022,CYA112001102,"4,306",20.3,"220,250,463","46,098","26,666,028",65.0,"28,716,329","313,494","3,275","2,514,489","36,501,469","3,025,039,082",103.0,"47,231",828,49.0,"789,803",43.0,"790,930",635,,"957,417",,0
"After The Storm (feat. Tyler, The Creator & Bootsy Collins)","After The Storm (feat. Tyler, The Creator & Bootsy Collins)",Kali Uchis,1/12/2018,GBUM71706492,"3,256",24.1,"589,832,336","139,494","20,487,412",74.0,"208,632,840","2,426,614","43,833","21,945,800","118,952,804","58,506,780",88.0,"2,371",,31.0,"101,096",21.0,"19,561,450","14,137","24,178,574","1,800,184",,0
Patadas de Ahogado / LATIN MAFIA - Rework,Patadas de Ahogado / LATIN MAFIA (Rework),HUGEL,3/1/2024,MXF012400211,"4,012",21.3,"30,377,279","7,417","41,642,055",,"454,550","7,485",,,,"3,117,914",20.0,140,3,37.0,"400,425",17.0,"6,058",80,"35,719","722,006",,0
FERXXO 151,FERXXO 151,Feid,8/25/2023,USUM72312300,"2,587",27.8,"106,899,723","23,959","10,822,808",64.0,"54,351,042","362,313","34,200","3,566,805","44,045,683","22,628,351",15.0,"2,942",24,15.0,"751,335",12.0,"485,490",175,,"195,030",,0
Bye,Bye,Peso Pluma,5/26/2023,QM6P42321186,"1,196",43.3,"252,239,644","24,974","6,379,185",65.0,"157,154,307","1,031,138","408,410","96,001,756","1,121,997,176",,35.0,692,,3.0,"132,211",11.0,"18,131,311","9,970",,"415,733",,1
BABY OTAKU,BABY OTAKU,Pablito Pesadilla,8/18/2022,QM6P42224728,"1,640",36.1,"187,646,063","31,155","5,507,531",58.0,"45,203,843","375,214","2,400,511","454,397,685","5,157,109,090",,13.0,"5,297",,4.0,"119,118",20.0,"44,806",,,"491,748",,1
Un Verano Sin Ti,Un Verano Sin Ti,Bad Bunny,5/6/2022,QM6MZ2214895,"3,495",23.1,"360,149,048","49,439","8,856,237",69.0,"94,595,491","955,663","32,000","21,771,827","154,135,701","31,810,445",11.0,681,,,,2.0,"14,011,928","17,893",,"290,721",,0
Waffle House,Waffle House,Jonas Brothers,4/7/2023,USUG12301227,"2,170",30.8,"139,105,802","16,162","24,753,071",63.0,"18,520,292","175,833","37,347","12,006,571","147,611,576","1,051,178,417",66.0,"170,601","1,787",19.0,"641,414",17.0,"16,509,877","6,205",,"573,574",,0
Jalebi Baby,Jalebi Baby,Tesher,11/13/2020,QZNWQ2070741,"1,041",47.0,"164,137,928","47,324","4,827,888",58.0,"569,438,267","9,098,356","3,568,275","609,856,643","8,443,743,856","8,067,537",43.0,"20,053",26,3.0,"1,874",3.0,"1,536,646","4,239","3,441,396","6,489,242",,0
MODERN JAM,UTOPIA,Travis Scott,7/28/2023,USSM12305006,"3,023",25.3,"104,724,143","33,500","4,843,707",65.0,"19,688,739","200,663","2,553","1,537,450","99,508,915",,8.0,225,,11.0,"204,862",9.0,"238,041",663,,"101,264",,1
DONDE SE APRENDE A QUERER?,ESTRELLA,Mora,8/28/2023,QMDA62341721,"3,098",24.8,"170,061,927","25,409","6,402,061",,"16,584,925","164,836","17,300","5,289,362","38,178,869",,17.0,"4,363",,5.0,"56,963",3.0,"176,087",,,"363,905",,0
Y Si Se Quiere Ir,Y Si Se Quiere Ir,"Luis Angel ""El Flaco""",11/19/2021,QZDQH2154311,"2,866",26.1,"110,244,949","10,233","6,570,771",39.0,"442,934,526","1,510,804","2,407","864,180","12,667,235","37,522,385",1.0,"4,747",200,,,19.0,"45,568,995","2,967","765,234",,,0
REAL GANGSTA LOVE,EL ï¿½ï¿½LTIMO B,Trueno,5/23/2024,US66W2401066,"1,554",37.2,"31,366,703","1,732","118,815,213",78.0,"7,898,813","183,210",,,,,40.0,68,,29.0,"3,152,493",16.0,"1,602",11,,"80,192",,1
Close Eyes,Close Eyes,DVRST,2/1/2021,QZHN82186053,"1,448",38.6,"495,840,131","118,862","32,562,324",70.0,"387,463,291","5,208,321","449,015","241,463,961","2,643,309,542","29,716,281",27.0,"1,608",,4.0,"83,840",2.0,"5,168,428","5,733",,"3,204,964",,1
ADIVINO,ADIVINO - Single,Myke Towers,4/25/2024,USWL12401327,449,72.9,"118,631,919","11,425","115,304,111",84.0,"6,595,595","105,964",,,,"5,565,254",75.0,"3,903",11,39.0,"3,931,309",37.0,"1,787,057",310,,"407,768",,1
Best For Me,Best For Me,Joyner Lucas,3/18/2024,QM4TX2423210,"2,798",26.5,"18,852,560","3,014","3,041,643",,"18,904,500","468,752",,"120,700","1,200,000","1,283,674",10.0,"5,873",3,6.0,"7,688",28.0,"8,477,163","1,522",,"208,479",,1
Butter Pecan,Butter Pecan,YNW Melly,8/24/2018,QMCE31801978,"4,284",20.3,"101,094,621","22,493","1,649,415",49.0,"133,295,365","1,087,349","42,102","3,861,611","23,580,335","1,491,333",2.0,7,,1.0,"4,815",,"35,665,847","59,897","66,994,287","338,559",,1
LA NENA,LA NENA - Single,Lyanno,4/11/2024,QM4TW2488674,"3,643",22.5,"29,683,046","4,064","52,935,650",80.0,"7,710,244","112,034",,,,"2,613,123",10.0,790,,6.0,"88,547",21.0,"770,441",82,,"71,193",,1
Shirt,Shirt,SZA,10/28/2022,USRC12203632,598,61.9,"469,322,271","68,997","24,096,906",73.0,"77,831,118","981,474","50,996","44,266,733","419,727,783","61,197,280",64.0,"278,696","1,150",26.0,"787,665",43.0,"52,365,635","13,823","5,859,226","1,516,065",,1
How You Feel (Ft. Leven Kali),How You Feel (Ft. Leven Kali),ANOTR,4/19/2024,USZXT2454115,"3,490",23.1,"9,591,249","4,565","35,057,668",,"339,265","6,058",,,,,16.0,"3,654",3,19.0,"345,819",36.0,"4,695",19,"226,016","80,244",,0
Time Slowly Slippin',Reflections,LAZA,11/25/2022,DEG932204253,"1,736",35.0,,5,367,,"492,594,923","1,652,234",,,,,,2,,,,,,,,9,,0
Maria Mariah,Maria Mariah,JC NO BEAT,11/17/2023,BCLWS2302458,"1,811",34.2,"33,605,864","12,453","3,161,785",32.0,"107,114,515","805,527",,"1,970,109","25,541,775","488,737,787",4.0,342,5,4.0,"1,999,794",14.0,,,,"160,253",,1
Giving Me,Giving Me,Jazzy,3/10/2023,GBUM72206719,"1,284",41.6,"150,463,218","44,298","37,322,737",67.0,"57,191,900","289,311","98,700","19,724,036","275,361,521","109,250,442",55.0,"55,943",250,27.0,"1,088,411",17.0,"31,188",365,"8,850,596","1,009,861",,0
Centuries,Centuries,Fall Out Boy,9/9/2014,USUM71412644,"1,501",37.9,"1,184,571,362","180,715","48,698,123",75.0,"829,829,470","7,984,888","200,505","28,001,951","254,037,168","42,185,831",71.0,"54,050",205,46.0,"163,430",42.0,"613,556,624","443,955","9,188,607","5,556,481",,0
BOMBï¿½,LEGENDADDY,Daddy Yankee,3/25/2022,USUG12201723,"1,272",42.0,"129,335,327","27,681","6,391,085",60.0,"215,778,342","1,548,240","2,800,000","211,713,881","2,692,316,483","2,785,686",10.0,"15,812",62,13.0,"79,203",2.0,"12,393,972","2,820","439,602","914,770",,1
Dog's Plan,Thoughts Feelings,David Jackson,3/2/2023,USZXT2350766,255,97.0,,44,"1,243",3.0,"1,131,058,312","2,367,298",,,,,,2,,,,,,,,,,0
Sahara,Sahara,Hensonn,11/16/2021,QMDA72134986,"1,953",32.6,"274,961,162","80,300","27,332,775",67.0,"196,021,271","2,844,570","506,126","381,369,913","4,719,697,686","4,466,903",18.0,707,,3.0,"91,280",6.0,,,,"2,819,281",,1
Vegas (From the Original Motion Picture Soundtrack ELVIS),Vegas (From the Original Motion Picture Soundtrack ELVIS),Doja Cat,5/6/2022,USRC12201441,509,68.2,"553,783,547","83,450","40,562,156",68.0,"238,368,386","2,671,201","481,825","313,806,405","2,994,040,421","62,996,039",57.0,"355,757","1,832",25.0,"274,193",51.0,"80,033,346","22,268",,"3,470,453",,1
Huntinï¿½ï¿½ï¿½ W,Might Delete Later,J. Cole,4/5/2024,USUG12402405,"2,747",26.8,"36,972,292","5,914","4,824,184",,"7,753,794","139,155",,,,"399,839",3.0,56,,,,,"1,780,082",576,,"66,418",,1
Heart Like A Truck,Heart Like A Truck,Lainey Wilson,5/20/2022,QMRSZ2200986,"1,906",33.2,"156,975,001","21,559","5,658,951",68.0,"96,079,749","597,275","192,794","29,435,568","313,652,545","328,117,737",,"256,048",130,3.0,"87,459",,"35,986,096","37,567","1,447,109",,,0
The Way We Move - Extended Mix,The Way We Move,PowerDress,3/10/2023,UKACT2330463,74,173.6,"7,909",38,"15,023",4.0,"1,999,374,091","5,708,577",,,,,,59,,,,,,,,"1,412",,0
El Mejor,El Mejor,Chayï¿½ï¿½n R,10/27/2023,TCAHK2398379,"2,282",30.0,"7,178,040","1,181","235,460",,"9,465,691","61,294","970,300","21,282,649","470,202,643",,,,,,,,,,,"156,906",,1
Everybody Dies In Their Nightmares,17,XXXTENTACION,8/25/2017,USUYG1156894,"1,812",34.2,"1,590,659,204","203,764","34,418,293",77.0,"567,076,854","7,875,127","322,403","76,923,633","616,913,553","29,039,651",26.0,29,,9.0,"136,392",8.0,"99,032,560","70,564",,"2,444,041",,1
A Mimir En El Chat,A Mimir En El Chat,Dejavu FF,4/16/2024,QM6MZ2472476,"4,382",20.0,"288,153",18,"9,453",,"26,302,423","331,850",,,,"8,513,075",,,,,,,,,,"3,122",,0
Never Going Home,Summer 2021,Kungs,4/28/2021,FR9W12110749,"2,539",28.1,"304,069,347","89,224","17,836,102",63.0,"87,407,927","580,798","20,117","6,207,518","94,926,621","80,707,655",89.0,"117,243",24,53.0,"959,302",18.0,"675,312",417,"948,433","5,206,645",,0
Luminary,Luminary,Joel Sunny,9/1/2023,AUGBT2300497,"4,515",19.6,"46,714,864","9,858","3,121,602",,"13,704,932","420,415","273,300","125,499,784","1,151,755,306",,,228,,,,,,,,"1,211,721",,0
BAND4BAND,BAND4BAND - Single,Central Cee,5/23/2024,USSM12404528,"4,203",20.6,"86,144,467",50,"49,358",7.0,,,,,,,152.0,,,1.0,"1,359,504",,,,,,,0
La Curiosidad,Platonicos,Jay Wheeler,6/12/2020,USUYG1313832,595,62.1,"1,099,019,265","107,383","57,705,968",78.0,"1,230,683,305","4,830,196","632,899","113,529,720","973,281,040","123,499,549",104.0,"31,013",38,23.0,"1,915,136",35.0,"63,698,595","14,450",,"1,948,311",,0
Dancing With Your Ghost,Dancing With Your Ghost,Sasha Alex Sloan,6/28/2019,USRC11901644,"2,458",28.8,"573,785,235","104,197","40,491,454",71.0,"67,117,513","621,757","3,623,560","106,517,866","1,230,812,968",,54.0,"1,225",,16.0,"122,149",7.0,"3,496,175","6,666",,"2,472,211",,0
Love Tonight - Edit,Love Tonight,Shouse,12/14/2017,USQY51798087,"3,213",24.3,"450,102,131","176,711","27,362,214",65.0,,,"174,000","33,094,580","513,770,838",,68.0,"198,098",,48.0,"2,955,834",23.0,"199,734","1,050","21,847,523",,,0
We Didnï¿½ï¿½ï¿½t Start Th,We Didnï¿½ï¿½ï¿½t Start Th,Fall Out Boy,6/28/2023,USAT22306291,"2,464",28.7,"52,240,739","18,224","4,939,707",59.0,"19,520,315","328,759","9,851","8,607,238","71,305,547","16,462,540",10.0,"110,265",44,2.0,"9,501",30.0,,,"310,328","794,504",,0
