link,headline,category,short_description,authors,date
https://www.huffingtonpost.com/entry/custom-coffee-stencils_us_5b9d49a2e4b03a1dcc865409,Custom Coffee Stencils Get Your Message Across,FOOD & DRINK,Custom stencils have changed your morning cup of joe forever.,,2013-06-25
https://www.huffingtonpost.com/entry/friday-talking-points_b_5701935.html,Friday Talking Points -- Big and Little Brother,POLITICS,"We're going to focus on the aftermath and ramifications of what has been happening in Ferguson, Missouri for the past few weeks. It even reached international proportions, as both Egypt and Russia got in a few digs at American police and protesters.","Chris Weigant, ContributorPolitical writer and blogger at ChrisWeigant.com",2014-08-23
https://www.huffingtonpost.com/entry/emily-blunt-looper_us_5bb3f996e4b066f8d2529b88,"Emily Blunt, 'Looper' Star, On Comic-Con And 'True Nerd' Joseph Gordon-Levitt",ENTERTAINMENT,"You're at Comic-Con because you're in a sci-fi movie, ""Looper."" I don't think of Emily Blunt and sci-fi. I know! Right? But",Mike Ryan,2012-07-14
https://www.huffingtonpost.comhttp://www.theguardian.com/technology/2013/dec/27/facebook-dead-and-buried-to-teens-research-finds,Researchers: Teens 'Embarrassed To Even Be Associated' With Facebook,TECH,"Facebook is 'dead and buried' to older teenagers, an extensive European study has found, as the key age group moves on to",,2013-12-28
https://www.huffingtonpost.com/entry/democratic-debate-schedule_us_569bf741e4b0b4eb759ec2c0,DNC Chair Claims Weekend Debates Are Meant To 'Maximize' Attention For Candidates,POLITICS,"Yes, really.",Marina Fang,2016-01-17
https://www.huffingtonpost.com/entry/ramadan-amid-the-new-middle-east-crisis_b_5536174.html,Ramadan Amid the New Middle East Crisis,RELIGION,"Peacemaking is among the good deeds incumbent on Muslims during the holy month of fasting and prayer. Distribution of charity and food, customary at Ramadan, is needed especially by people displaced by conflict. How, then, will Ramadan be celebrated in the countries worst affected by the latest Middle East crisis?","Stephen Schwartz, ContributorExecutive Director, Center for Islamic Pluralism",2014-06-28
https://www.huffingtonpost.com/entry/stacy-kranitz_n_6318082.html,These American World War II Re-Enactors Dress Up Like Nazis For Fun,ARTS,,Priscilla Frank,2014-12-19
https://www.huffingtonpost.com/entry/brides-rendition-of-carri_us_5b9ddcd1e4b03a1dcc8de128,Bride's Rendition Of Carrie Underwood's 'Look At Me' Will Blow You Away,WEDDINGS,Arianna -- whose vocal chops are Disney-princess-level amazing -- told Bouquet Catcher earlier this month that she knew Ryan,,2014-02-12
https://www.huffingtonpost.com/entry/community-health_us_5b9ba933e4b03a1dcc7966f7,Can Social Networks Cure Disease? Part II,WELLNESS,"Acute disease can be left to the hospitals, but creating health and healing of chronic disease seems to happen best in the community -- with people helping people where each one of us lives, where we eat, cook, learn, work, play and pray.","Mark Hyman, MD, Contributor
Practicing Physician",2012-05-27
https://www.huffingtonpost.com/entry/ian-mcleod-21-years_us_5b9c66f5e4b03a1dcc7e601d,"Ian McLeod, Dad, Creates Time-Lapse Video '21 Years' With Photos From Everyday Of His Son's Life",PARENTING,"McLeod says that when his son was born and he started taking pictures daily, he wasn't planning to continue for so many years",,2012-10-12
https://www.huffingtonpost.com/entry/power-and-influence_us_5bb2f75be4b0480ca65fbd62,Power and Influence,BUSINESS,"Power and leadership are being redefined. No longer are we comfortable equating leadership with force, and power with dominance. In forward-thinking corporations, power is shifting from I-centric to We-centric, and this shift requires a commitment and a plan of action.","Judith E. Glaser, Contributor
CEO, Benchmark Communications, Inc.; chairman, The Creating WE...",2013-06-09
https://www.huffingtonpost.com/entry/pig-virus-wipes-out-nations-hogs_n_5221471.html,Killer Pig Virus Wipes Out More Than 10 Percent Of Nation's Hogs,GREEN,,,2014-04-27
https://www.huffingtonpost.com/entry/yemen-prime-minister_n_6502504.html,"Yemeni Houthi Fighters Surround Prime Minister's Home, Official Says",WORLDPOST,,,2015-01-19
https://www.huffingtonpost.com/entry/stressed-parents_us_5b9ce039e4b03a1dcc829f90,Do You Feel Like You're The Only Parent Spinning Out Of Control?,PARENTING,"I believe there are steps to getting off the rat wheel of parental stress, but we all have to join together and stop trying to out perform each other. Rest. Relax. Take a Deep Breath. The world is still spinning. The sun is probably going to come up tomorrow. And everything is going to be OK.","Andrew Braner, Contributor
CEO/President KIVU Gap Year",2013-03-04
https://www.huffingtonpost.com/entry/missouri-dress-code-tshirt_us_55ddc986e4b08cd3359dfe56,T-Shirt Mocks Scandal-Ridden Legislators Who Suggested Intern Dress Code,POLITICS,"""Perhaps instead of implementing a dress code for women, they should make it mandatory for the men to wear a chastity belt to work.""",Matt Ramos,2015-08-26
https://www.huffingtonpost.com/entry/raul-ibanez-home-run-yankees-tigers-alcs-game-1_us_5bb6b920e4b097869fd28e65,Raul Ibanez Home Run: Yankees Force Extra Innings Against Tigers In ALCS Game 1 (VIDEO),SPORTS,"He did it again. Raul Ibanez hit another game-tying, ninth inning home run, continuing his emergence as an unlikely October",,2012-10-14
https://www.huffingtonpost.com/entry/angelina-jolie-by-the-sea-interview_us_563a5819e4b0b24aee487ea4,"Angelina Jolie Gets Real About Her Marriage, Directing And Conquering Fear",ENTERTAINMENT,"""It gets really bad, but you work it out.”",Cole Delbyck,2015-11-04
https://www.huffingtonpost.com/entry/amtrak-lost-philadelphia-septa-new-york-fiasco_us_5b9dac2ee4b03a1dcc8b3914,How Does A Freaking Amtrak Train Get LOST In The Philly Suburbs?!?,TRAVEL,An Amtrak train carrying 130 people got lost last week after it traveled too far backward while turning around and ended,Hunter Stuart,2013-11-21
https://www.huffingtonpost.com/entry/win-without-losing-money_us_5b9c2280e4b03a1dcc7c8abb,Win Without Losing... Money,MONEY,Managing my wealth this way allowed me to achieve financial independence at the age of 34 as well as avoid the market crashes of 2008 and 2009.,"Ike Ikokwu, Contributor
The Financial Independence Coach",2012-08-14
https://www.huffingtonpost.com/entry/to-my-12-remaining-embryos_us_5966947fe4b07b5e1d96ed0a,To My 12 Remaining Embryos,PARENTS,You have been frozen now for almost three years.,"Desiree Fortin, ContributorMom of Triplets",2017-07-12
https://www.huffingtonpost.com/entry/trump-emmanuel-macron_us_590f74ace4b0d5d9049d39f3,Trump Congratulates Emmanuel Macron On Winning French Presidential Election,POLITICS,"""I look very much forward to working with him!""",Igor Bobic,2017-05-07
https://www.huffingtonpost.com/entry/whats-new-in-italy_us_5b9cd8b5e4b03a1dcc82600d,What's New In Italy For 2013,TRAVEL,"Formerly presented every other year, the Venice Biennale -- a world-class, contemporary fair -- is now an annual event.","Rick Steves, Contributor
Contributor",2013-02-22
https://www.huffingtonpost.com/entry/new-york-fashion-week-nail-trends_us_5b9c45c0e4b03a1dcc7d7f94,"New York Fashion Week: The Most Outrageous Nail Trends Spotted At Rodarte, The Blonds, Prabal Gurung And More (PHOTOS)",STYLE & BEAUTY,"Want more? Be sure to check out Stylelist on Twitter, Facebook, Tumblr and Pinterest. Over the past two seasons at New York",Dana Oliver,2012-09-14
https://www.huffingtonpost.com/entry/molly-crabapple-trumpbeast_us_58d93069e4b02a2eaab61a49,Artist's 'Trumpbeast' Is A Chilling Portrait Of The Current Administration,ARTS & CULTURE,Molly Crabapple is not here to make pretty pictures.,Priscilla Frank,2017-03-27
https://www.huffpost.com/entry/worldwide-gun-deaths-study_n_5b869e09e4b0cf7b0030dfec,"Worldwide Gun Deaths Reach 250,000 Yearly",WORLD NEWS,"Brazil, Colombia, Guatemala, Mexico and Venezuela are the countries that with the U.S. contributed to half the study deaths.",,2018-08-29
https://www.huffingtonpost.com/entry/dont-act-your-age-harry-t_b_5559130.html,"Don't Act Your Age - Harry, Tonto, Paul and You",ENTERTAINMENT,,"Jeffrey Sonnenfeld, ContributorSenior Associate Dean and Lester Crown Professor of Management...",2014-07-05
https://www.huffingtonpost.com/entry/30-feminist-lessons-in-30-years_b_5837124.html,30 Feminist Lessons I've Learned In 30 Years,WOMEN,"I recently crossed over into my 30s. The lead-up to the day was a slurry of thoughts and feelings about this huge milestone, marked by bursts of self-reflection and a quick skip down that list of classic questions about ""where I am"" in my life. I thought it prudent to try to gather this slurry into a collection of lessons best learned over the last three decades.","Lindsay Menard-Freeman, ContributorSenior Manager, Youth Program & Advocacy - Women Deliver",2014-10-13
https://www.huffingtonpost.com/entry/homemade-texas-roadhouse_b_5972726.html,Homemade Texas Roadhouse Rolls,TASTE,"So it should come as no surprise to anyone that one of my favorite yeast rolls are those served at Texas Roadhouse restaurants. Now, in case you have never been to a Texas Roadhouse before, let me explain the glory of these rolls to you.","Food Fanatic, ContributorWe love food.",2014-10-12
https://www.huffingtonpost.com/entry/right-wing-media-group-th_b_5883178.html,Right-wing Media Group That Backs Limbaugh Suddenly Concerned About 'Civil Discourse',MEDIA,Sometimes the double standards employed by the right-wing Media Research Center are breathtaking in their blatantness.,"Terry Krepel, ContributorFounder and Editor, ConWebWatch.com; former senior editor, Med...",2014-09-25
https://www.huffingtonpost.com/entry/kate-holmes-alterna-haircare-photos_us_5b9cbb9ce4b03a1dcc814fed,"Katie Holmes Signs With Alterna Haircare, Giving Us Jen Aniston Déjà Vu (PHOTOS)",STYLE & BEAUTY,"Seriously, it's like déjà vu all over again.",Ellie Krupnick,2013-01-18
https://www.huffingtonpost.com/entry/hillary-clinton-exposed-the-emotional-tightrope-women-are-constantly-walking_us_57d1a3efe4b03d2d45992613,Hillary Clinton Exposed The Emotional Tightrope Women Constantly Walk,WOMEN,Here’s why her Humans Of New York interview resonated so deeply.,Emma Gray,2016-09-09
https://www.huffpost.com/entry/meta-facebook-hate-speech-russia-putin_n_622b2436e4b0317d0a2f1f11,"Meta Grants Exemption To Hate Speech Rules, Allowing Calls For Violence Against Putin",MEDIA,The rules change applies to Facebook and Instagram users in 12 countries following Russia's invasion of Ukraine.,Marita Vlachou,2022-03-11
https://www.huffingtonpost.com/entry/finally-fall-12-cozy-baking-recipes-to-welcome-the_us_59b9841ee4b0390a1564da8b,Finally Fall! 12 Cozy Baking Recipes To Welcome The Season,TASTE,"These comforting breakfast treats are like a cross between scones and oatmeal cookies: buttery and tender on the inside, crisp","Jennifer Segal, ContributorChef, Cookbook Author, Busy Mom",2017-09-16
https://www.huffingtonpost.com/entry/star-wars-poetry_us_55eeeaf7e4b03784e276688f,"Guys, 'Star Wars' Isn't A Blockbuster Franchise, It's Poetry",ARTS & CULTURE,"""This changes everything ... Or at least it feels like it.""",Lauren Duca,2015-09-08
https://www.huffingtonpost.com/entry/paula-patton-best-dressed-of-the-week_us_5badf053e4b0bb1705fb91ef,"Paula Patton, Condola Rashad, Tonya Lewis Lee And More: Week's Best Style Moments (PHOTOS)",BLACK VOICES,"Paula Patton's outfit has love written all over it, so it's not wonder we adore the look so much. The ""Baggage Claim"" actress",Julee Wilson,2013-09-22
https://www.huffingtonpost.com/entry/progressive-activists-divided-on-border-wall_us_5a639eb0e4b0dc592a094b23,Progressive Activists Divided On What Immigration Compromises They Will Accept,POLITICS,"The border wall is a sticking point for some, but not others.",Daniel Marans,2018-01-20
https://www.huffingtonpost.com/entry/financial-advisers-are-sc_us_5b9be169e4b03a1dcc7aef5c,Financial Advisers Are Scaling Down Summer Vacation Plans,MONEY,"""I don't feel comfortable leaving the office with everything going on,"" he said. Martiak, whose firm has $300 million in","Reuters, Reuters",2012-06-21
https://www.huffingtonpost.com/entry/blackout-for-human-rights-my-life-matters-video-series_us_5798f4fce4b01180b53141d4,Black Celebs Call Out Police Brutality In Compelling New Video Series,BLACK VOICES,"Ava DuVernay, Ryan Coogler and David Oyelowo are among the many black influencers featured in the “My Life Matters"" series.",Brennan Williams,2016-07-27
https://www.huffingtonpost.com/entry/thank-you-tim-cook_b_6083102.html,"Thank You, Tim Cook",QUEER VOICES,"Apple has an impressively large and well-organized segment of out employees -- most of the major tech companies do, in fact -- and I bet they are all walking a bit taller and prouder today. We have a long way to achieve that level playing field, but that ""sunlit path toward justice"" Tim refers to just got much, much brighter.","Jonathan D. Lovitz, ContributorLGBT Advocate; VP of External Affairs at National Gay & Lesbia...",2014-10-31
https://www.huffingtonpost.com/entry/oscar-night-pooping_us_5a945535e4b01f65f599112e,We Lost Our Minds Trying To Understand Celebrities’ Oscar Night Pooping Secrets,ENTERTAINMENT,"How an innocent question devolved into a depraved, months-long journey to the center of the colon.",Claire Fallon and Priscilla Frank,2018-02-28
https://www.huffingtonpost.com/entry/rnc-violence-police_us_578e201ae4b0a0ae97c35002,Cleveland Police Are Using Bikes To Prevent Violence At The RNC,POLITICS,Police say they only arrested one person on Monday.,Arthur Delaney,2016-07-19
https://www.huffingtonpost.com/entry/tyler-roysdon-firefighter-racist-facebook_us_59bc2a97e4b0edff971c0fbc,Firefighter Says Saving One Dog Is ‘More Important’ Than A Million Black People,BLACK VOICES,Tyler Roysdon has been suspended for his racist Facebook post.,David Moye,2017-09-15
https://www.huffingtonpost.com/entry/classic-summer-desserts-deathmatch_us_5b9d54e2e4b03a1dcc86bcae,Classic Summer Desserts: A HuffPost Deathmatch,FOOD & DRINK,Running around outside always works up our appetite for something sweet.,,2013-07-09
https://www.huffingtonpost.com/entry/adhd_us_5b9dec4fe4b03a1dcc8ed37a,Mind Games: Surprising News About ADHD Medication,WELLNESS,Note: This post has been revised since its original publication. The news now is filled with reports about the abuse and,"Donna Wick, Ed.D, Contributor
Clinical psychologist and founder, Mind to Mind Parent",2014-03-25
https://www.huffingtonpost.com/entry/people-are-obsessed-with-this-real-life-baymax-from-big-hero-6_us_59848997e4b041356ebf6763,People Are Obsessed With This Real-Life Baymax From 'Big Hero 6',PARENTS,Disney brought the character to life!,Taylor Pittman,2017-08-04
https://www.huffingtonpost.com/entry/mob-of-up-to-60-storms-bart-train-and-robs-passengers-in-oakland_us_58ff184ae4b0288f5dc7c012,Up To 60 Robbers Storm BART Train In Flash Mob Hold-Up,CRIME,They took travelers' valuables and were gone in 30 seconds.,Ron Dicker,2017-04-25
https://www.huffingtonpost.com/entry/30-day-challenge-to-change-the-world_b_5807564.html,30-Day Challenge to Change the World -- Beginning Right Now,HEALTHY LIVING,"We all have the capacity to make the world a more loving, abundant place. And it needn't be heavy or hard, it can be simple and yet profoundly transformative. Try it out and see for yourself!","Heather Strang, ContributorSpiritual Teacher & Author",2014-09-12
https://www.huffpost.com/entry/prescription-drug-medicare-part-d-cap_n_62ed95cde4b09fecea4e24d4,This Is The Most Underappreciated Part Of The Democratic Prescription Drug Bill,POLITICS,"Some Medicare recipients spend more than $10,000 a year on lifesaving medication. That could change.",Jonathan Cohn,2022-08-06
https://www.huffingtonpost.com/entry/hurricanes-expose-resilience-gap-on-small-islands_us_59c1661ee4b0f96732cbc9b9,Hurricanes Expose Resilience Gap On Small Islands,GREEN,"By Robert Glasser Two years ago this month, Tropical Storm Erika, dumped an enormous quantity of rain on the small island","A View From The United Nations, ContributorSenior officials speak on global issues",2017-09-19
https://www.huffingtonpost.comhttps://editorial.huffingtonpost.com/mt.cgi?__mode=view&_type=entry&id=1926690&blog_id=3&saved_changes=1&classic=1,"'Young Mona'? Doubts Grow as Experts Hostile, Evasive or Say 'Misrepresented'",CULTURE & ARTS,"Last week, a version of the Mona Lisa, that had languished unseen in a Swiss bank vault for nearly half-a-century, was unveiled with all the razzamatazz of a new Ferrari.",,2012-09-30
https://www.huffingtonpost.com/entry/memorial-day-display-henderson-trashed_us_574c0297e4b055bb11727d88,Man Accused Of Driving Through Memorial Day Cross Display,CRIME,"""This is something you don't do. This is a form of desecration.""",Lee Moran,2016-05-30
https://www.huffingtonpost.com/entry/goldbergs-wwe-return-succ_b_14701044.html,Goldberg's WWE Return Success Reason Revealed! Backstage Heat Between TNA & ROH! | WrestleTalk News,SPORTS,,"Oli Davis, ContributorOli Davis is the guy all over WrestleTalk's YouTube channel an...",2017-02-12
https://www.huffingtonpost.com/entry/lady-doritos-twitter-backlash_us_5a78a642e4b006e74aef01cd,People Hilariously Blast ‘Lady Doritos’ On Twitter,WOMEN,"PepsiCo’s CEO said men enjoy licking Dorito dust off their fingers with “great glee,” but women don’t. Oh, and that women  ""don’t like to crunch too loudly in public.""",Elyse Wanshel,2018-02-05
https://www.huffingtonpost.com/entry/making-time-to-make-a-dif_b_5543500.html,Making Time to Make a Difference,IMPACT,"I don't define myself solely by my job. For me, it's just as important to use my time outside of work in ways that are fulfilling. In my spare time, I volunteer with the YAI Network.","YAI, ContributorSeeing beyond disability",2014-07-01
https://www.huffingtonpost.com/entry/coming-out-later-in-life_b_7213680.html,What It's Like To Come Out Later In Life,FIFTY,"When Bruce Jenner came out as transgender, it made me think about boomers coming out of whatever closet they've spent much of their lives in. Whether transgender, gay or lesbian, as a straight, male boomer I wanted to understand their experience, to know how it feels for someone to come out late in life.","Ken Solin, ContributorVoice Actor, Author, Columnist, Date Coach for Women Over 50",2015-05-14
https://www.huffingtonpost.com/entry/white-blood-cells-cancer-spread-metastasis_us_5b9d5048e4b03a1dcc869086,White Blood Cells May Play Role In Spread Of Cancer,WELLNESS,"White blood cells, the body's defense against infection, could actually play a role in spreading cancer, according to a new",,2013-07-05
https://www.huffingtonpost.com/entry/paul-ryan-budget-donald-trump_us_573345fbe4b096e9f0935265,A Paul Ryan Budget In A Donald Trump World,POLITICS,Speaker Paul Ryan wants to move a budget. But everyone's attention on Capitol Hill is on Trump. So why do it?,Matt Fuller,2016-05-11
https://www.huffingtonpost.com/entry/once-a-preemie-always-a-preemie_us_59bc0391e4b06b71800c38b8,"Once A Preemie, Always A Preemie",PARENTS,"As we stood crowded near the door, my daughter scanned the room, her face full of delight. It was the first day of preschool","Stacey Skrysak, ContributorTelevision news anchor, blogger at Perfectly Peyton, mom to a ...",2017-09-15
https://www.huffingtonpost.com/entry/im-the-mother-of-the-groom_us_5b9cbb75e4b03a1dcc814dcf,I'm The Mother-Of-The-Groom -- Now What Do I Do?,WEDDINGS,"The three of us took the dress upstairs to a bedroom and closed the door. Peter's bride slipped the dress over her head. Christina zipped her into it. It didn't fit, of course. But my daughter-in-law-to-be looked beautiful in it.","Barbara Falconer Newhall, Contributor
Author, Essayist",2013-01-19
https://www.huffingtonpost.com/entry/metal-water-bounces-hydrophobic_n_6516318.html,This Metal Is So Waterproof That Droplets Bounce Off,SCIENCE,,Macrina Cooper-White,2015-01-22
https://www.huffingtonpost.com/entry/why-shaking-hands-is-stil_b_5947304.html,Why Shaking Hands Is Still Better Than Fist-Bumping,BUSINESS,"I have asked a handful (pun intended) of adults why they fist-bump and most of the time the response is something along the lines of: Well, it seems to be the trend. AHA! This is not a good reason to forgo the time-honored handshake!","Debra Fine, ContributorBestselling author, keynote speaker and trainer",2014-10-07
https://www.huffingtonpost.com/entry/obamas-first-date_us_5b9b850be4b03a1dcc7840c5,"Obamas Dish On Their First Date & That Time POTUS Did Malia's Hair (VIDEO, PHOTOS)",STYLE & BEAUTY,"""Just trying to give a tip for the young men out there,"" the president says, smiling at the camera. It did work. Back in",Jessica Misener,2012-03-30
https://www.huffingtonpost.comhttp://www.buzzfeed.com/stevekandell/the-ports-guy-the-making-of-darren-rovell,The $ports Guy: The Making Of Darren Rovell,SPORTS,"Darren Rovell, just shy of 400,000 followers strong, does not exist on Twitter alone — his return to ESPN after six years",,2013-09-28
https://www.huffingtonpost.com/entry/joe-biden-run-for-office_us_579e085fe4b0693164c1926d,Joe Biden Won't Rule Out A Future Run For Office,POLITICS,He's old in age but not at heart.,Sam Stein,2016-07-31
https://www.huffingtonpost.com/entry/why-these-trump-voters-are-sticking-up-for-an-undocumented_us_58d14509e4b0e0d348b347e8,Why These Trump Voters Are Sticking Up For An Undocumented Neighbor,POLITICS,It's consistent with their conservative values.,"Pete Buttigieg, ContributorMayor of South Bend, Indiana",2017-03-21
https://www.huffingtonpost.com/entry/a-very-gassy-babys-letter-to-a-new-mom-circa-1980_b_7194884.html,"A 'Very Gassy Baby's' Letter to a New Mom, Circa 1980",PARENTS,"My mom, with a high school diploma and a tremendous dose of courage in tow, gave up most of her dreams to watch me pursue mine. I will never, ever know the strength that such a choice requires.","Christina Berchini, ContributorEditor at Heycollegekid.com",2015-05-05
https://www.huffingtonpost.com/entry/how-to-change-your-manage_b_7107566.html,How to Change Your Manager's Mind,BUSINESS,There are always situations where you can influence a manager. Launching a new project. Brainstorming a product or service. Taking the business to the next level. But many people fail to see their power in these situations.,"Chris Deaver, Contributor",2015-04-21
https://www.huffingtonpost.com/entry/japan-tohoku-earthquake-five-year-anniversary_us_56e2fdb4e4b0860f99d8d5a5,Japan Honors Victims Of Its Worst Earthquake 5 Years On,THE WORLDPOST,The Tohoku earthquake triggered a huge tsunami and the Fukushima nuclear meltdown.,Alexandra Ma,2016-03-11
https://www.huffingtonpost.com/entry/jane-goodall-harambe_us_574f5f2ae4b0eb20fa0cbbbb,Jane Goodall To Cincinnati Zoo Director: 'I Feel So Sorry For You',GREEN,"Goodall sent a message of empathy after the zoo shot its 17-year-old gorilla, Harambe.",Kim Bellware,2016-06-02
https://www.huffingtonpost.comhttp://fashionista.com/2012/10/see-the-rest-of-victoria-beckhams-largefeld-lensed-shoot-for-french-elle/,See The Rest Of Victoria Beckham's Lagerfeld-Lensed Shoot For French Elle,STYLE & BEAUTY,"Here it is: The full Victoria Beckham editorial for French Elle, shot by Karl Lagerfeld himself in Coco Chanel's famous Paris",,2012-10-20
https://www.huffingtonpost.com/entry/people-skills_b_7095032.html,'People' Skills,COMEDY,,"Marcia Liss, Contributor(Almost) Famous Cartoonist",2015-04-19
https://www.huffingtonpost.com/entry/toning-workout_us_5b9dccf6e4b03a1dcc8d122a,Tone From Head To Toe In Just 5 Moves,WELLNESS,You will need: Free weights By Jessica Smith for Shape.com More from Shape.com: Are You Taking the Wrong Approach to Setting,,2014-01-22
https://www.huffingtonpost.com/entry/why-americas-public-media-cant-do-its-job_us_590dcabbe4b0f711807244eb,Why America's Public Media Can't Do Its Job,MEDIA,"By Christopher Chávez, University of Oregon When the Trump administration released its proposed budget in March, it suggested","The Conversation US, ContributorViews from experts in academia, providing fact-based analysis ...",2017-05-07
https://www.huffingtonpost.com/entry/lies-damned-lies-and-plai_b_11041860.html,"Lies, Damned Lies And Plain Nonsense",MEDIA,"There is one thing about the Internet, Facebook and other forms of social media that is alarming: They open up the world to the worst forms of distortion of facts and outright lies, speculation, and innuendo based on rumors without the benefit of any form of honest research.","Tim Giago, ContributorFounder, Native American Journalists Association",2016-07-17
https://www.huffingtonpost.com/entry/7-eleven-slurpee-drone-delivery_us_57960178e4b01180b52f720c,"7-Eleven Delivers A Slurpee By Drone, Because We're Living In The Future",TASTE,"Who do they think they are, Amazon?",Abigail Williams,2016-07-25
https://www.huffingtonpost.com/entry/are-life--business-diffic_b_5690959.html,Are Life and Business Difficult?,BUSINESS,"I will argue that life is difficult, even if you accept fully that it is difficult.  It is difficult not because it is difficult -- though it often is -- but because we humans have a genius for making it difficult.  And we have that genius because we are lost, strangers in a strange world.","Richard Koch, ContributorAuthor, 'The 80/20 Principle'",2014-08-19
https://www.huffingtonpost.com/entry/10-reasons-to-make-singing-your-happiness_b_6203630.html,10 Reasons to Make Singing Your Happiness Drug!,HEALTHY LIVING,"Our brains developed with singing and music as a survival mechanism. Before there were governments or nations, tribes and groups used songs and dance to build loyalty to the group, transmit vital information and ward off enemies. Those who sang survived.","Tania de Jong, ContributorLeading Australian soprano, social entrepreneur, spiritual jou...",2014-12-10
https://www.huffingtonpost.com/entry/why-the-housing-market-is_n_5211961.html,Here's What's Really Holding Back The Economy,BUSINESS,,,2014-04-25
https://www.huffingtonpost.com/entry/cass-clemmer-trans-periods_us_597101bce4b0aa14ea78a251,Powerful Photo Shows That Women Aren't The Only Ones Who Get Periods,QUEER VOICES,"""Not all people who menstruate are women, and not all women menstruate.”",James Michael Nichols,2017-07-22
https://www.huffingtonpost.com/entry/erykah-badu-hitler-good-painter_us_5a68bd36e4b002283008b642,Erykah Badu Under Fire For Seeing 'Something Good' In Hitler,BLACK VOICES,"The singer says the Führer ""was a wonderful painter.""",David Moye,2018-01-24
https://www.huffingtonpost.com/entry/making-a-difference-the-world-of-giving_b_6840476.html,"Making A Difference: The World of Giving - Authors, Books, Reading and Literacy",IMPACT,What are you reading? What was the last book you read? These are two of my favorite questions to ask in order to jump start a conversation with an old friend or a new acquaintance.,"Lisa M. Dietlin, ContributorCEO, Lisa M. Dietlin and Associates, Inc., philanthropic advis...",2015-03-11
https://www.huffingtonpost.com/entry/kylie-jenner-tattoo-swimsuit-photo_us_56e6aae8e4b065e2e3d66110,Kylie Jenner Flashes Tiny Tattoo In Swimsuit Photo Shoot,ENTERTAINMENT,The life of a Jenner.,Julia Brucculieri,2016-03-14
https://www.huffingtonpost.com/entry/home-health-care_us_5b9dcf17e4b03a1dcc8d2592,Home Health Care: A New Start for a New Year,WELLNESS,"If you are caring for someone with little or no family or who is reluctant to reach out, a probing conversation might help you discover ways to build or rebuild social connections. Here are some ways to begin.","Marki Flannery, Contributor
I am Executive Vice President and Chief of Provider Services f...",2014-01-24
https://www.huffingtonpost.com/entry/brittle-nail-causes_us_5b9cc001e4b03a1dcc817b30,Brittle Nail Causes: Why Do My Nails Break?,WELLNESS,Our editors explain this common condition and what you can do about it.,Meredith Melnick,2013-01-24
https://www.huffingtonpost.com/entry/athletes-sleep_us_5b9c7286e4b03a1dcc7eb79e,Using Sleep to Improve Your Game,WELLNESS,It won't surprise me to see more sports teams adopting a sleep-better-to-perform better strategy similar to the one the Jets have put into play this season. But using sleep to improve performance isn't just the purview of athletes.,"Dr. Michael J. Breus, Contributor
Clinical Psychologist; Board Certified Sleep Specialist",2012-11-08
https://www.huffingtonpost.com/entry/the-process-part-13-life_us_5b9df5ace4b03a1dcc8f8cb9,"The Process, Part 13: Life Gets Better",WELLNESS,Today is day 31. When I leave the hospital today I'll be almost 84 percent done and only have six more treatments left.,"Stan Collender, Contributor
Executive Vice President, Qorvis MSLGROUP",2014-04-04
https://www.huffingtonpost.comhttps://www.washingtonpost.com/news/capital-weather-gang/wp/2015/12/23/scores-of-eastern-u-s-cities-to-shatter-christmas-eve-warm-weather-records/,Eastern U.S. Cities To Shatter Christmas Eve Warm Weather Records,GREEN,The warm air surging up the East Coast on Christmas Eve will prove nothing short of historic. Dozens of records will fall,,2015-12-23
https://www.huffingtonpost.com/entry/larry-nassar-victims-impact-statements_us_5a5e0860e4b03c4189691307,Larry Nassar’s Victims Get Their Day In Court: ‘Little Girls Don’t Stay Little Forever’,WOMEN,Dozens of women are set to give impact statements about the abuse they faced from the former USA Gymnastics doctor.,Alanna Vagianos,2018-01-16
https://www.huffpost.com/entry/dont-visit-friends-social-distancing_l_5e7539b1c5b6eab77948423b,Why You Shouldn't Go To Your Friend's House While Social Distancing,WELLNESS,Social distancing during COVID-19 means you Facetime instead of heading over to your friend's house to hang. We don't want to spread this.,Brittany Wong,2020-03-21
https://www.huffpost.com/entry/mothers-day-cards-2020-social-distancing_l_5ea70c02c5b6a30004e6272c,35 Mother's Day Cards That Sum Up Social Distancing,PARENTING,These spot-on cards capture the sentiments surrounding Mother's Day 2020.,Caroline Bologna,2020-04-28
https://www.huffingtonpost.com/entry/stonehenge-path-discoverd-solstice-axis_us_5baeb98ee4b014374e2e8b2f,Stonehenge Path Offers New Clues To Site's Age-Old Secrets,SCIENCE,"“It was constructed in 2300 BC so is a later addition to the stone circle, but people would have processed along it to the",Meredith Bennett-Smith,2013-09-14
https://www.huffingtonpost.com/entry/chiwetel-ejiofor-james-bond-villain_us_5bb4564ee4b066f8d2584d1a,Chiwetel Ejiofor May Play The Villain In Next James Bond Movie,ENTERTAINMENT,"Plot details surrounding the still-untitled Bond entry are unknown. Joining Craig and, potentially, Ejiofor are Ben Whishaw",,2014-04-05
https://www.huffingtonpost.comhttp://blogs.babycenter.com/mom_stories/moms-if-we-support-one-another-our-kids-will-thrive/,"Moms: If We Support One Another, Our Kids Will Thrive",PARENTING,"This post is part of the Global Mom Relay. Every time you share this blog, $5 will go to women and girls around the world",,2013-04-22
