isbn,title,author,amazon_price,amazon_rating,flipkart_price,flipkart_rating
8189535196,The Holy Science,by Swami Sri Yukteswar Giri,75,4.6,104,4.6
9386224399,This Is Not Your Story,by Savi Sharma,100,4.5,125,4.3
8190565583,You Can Heal Your Life,by Louise L. Hay,252,4.6,252,4.4
8173711461,Wings of Fire: An Autobiography of Abdul Kalam,Not Available,194,4.6 out of 5 stars,265,4.6
8172234864,Bloodline,by Sidney Sheldon,280,4.3,280,4.5
8184511523,India Map,by Dreamland Publications,91,4.6,104,4.3
8172343116,Mahatma Gandhi Autobiography: The Story Of My Experiments With Truth,by Mahatma Gandhi,99,4.4,166,4.5
9386021102,Why I Am a Hindu,by Dr. Shashi Tharoor,299,3.4,324,4.4
1879505622,In the Blink of An Eye: 2nd Edition,by Walter Murch,829,4.3,679,4.6
9380349246,Nothing Lasts Forever,by Vish Dhamija,105,3.9,105,4.3
9382618341,The Oath of the Vayuputras (Shiva Trilogy),by Amish Tripathi,282,4.4,282,4.4
1473635306,Born a Crime: Stories from a South African Childhood,by Trevor Noah,388,4.8,299,4.7
9382618341,The Oath of the Vayuputras (Shiva Trilogy),by Amish Tripathi,282,4.4,282,4.4
9386850648,Keepers of the Kalachakra: Book 5 in the Bharat Series of Historical and Mythological...,by Ashwin Sanghi,100,4.0,231,4.4
9388026764,19 years GATE Computer Science & Information Technology Chapter-wise & Topic-wise...,by Disha Experts,175,3.8,189,4.2
8184511213,World Map,by Dreamland Publications,91,4.5,130,4.4
8192910962,The Power of your Subconscious Mind,Joseph Murphy,65,4.5 out of 5 stars,94,4.5
9385152149,Ram - Scion of Ikshvaku (Book 1 - Ram Chandra Series): 2015 Edition with Updated...,by Amish Tripathi,240,4.1,240,4.4
8172345666,The Power of Your Subconscious Mind: Unlock Your Master Key to Success,by Joseph Murphy,75,4.5,169,4.5
8184001053,"Don't Lose Your Mind, Lose Your Weight",Rujuta Diwekar,118,4.5 out of 5 stars,143,4.3
9313169886,Current Affairs Yearly  2019,Not Available,124,5.0 out of 5 stars,124,4.7
9386224763,13 Steps to Bloody Good Marks,by Ashwin Sanghi,90,4.6,100,4.3
9386021102,Why I Am a Hindu,by Dr. Shashi Tharoor,299,3.4,324,4.4
8190256211,Autobiography of a Yogi (Complete Hindi Edition),by Paramahansa Yogananda,161,4.8,210,4.5
1471131823,The 7 Habits of Highly Effective People,Not Available,311,4.0 out of 5 stars,373,4.4
9387516644,Business Studies Class 12 - CBSE 2018,by Gandhi. Poonam,375,4.4,381,4.1
1408855658,Harry Potter and the Philosopher's Stone,by J.K. Rowling,299,4.7,234,4.6
9352641345,"Ready, Study, Go!: Smart Ways to Learn",by Khurshed Batliwala,178,4.5,178,4.4
8173711461,Wings of Fire: An Autobiography of Abdul Kalam,Not Available,194,4.6 out of 5 stars,265,4.6
9387022080,Be My Perfect Ending,by Arpit Vageria,87,4.4,101,4.4
8192910911,Think and Grow Rich,Napoleon Hill,64,4.6 out of 5 stars,94,4.5
8172344880,The Origin of Species,by Charles Darwin,189,4.3,188,4.4
8186775609,Harry Potter Aur Paras Patthar,by J.K. Rowling,102,4.7,102,4.5
9352641345,"Ready, Study, Go!: Smart Ways to Learn",by Khurshed Batliwala,178,4.5,178,4.4
8126566930,Marketing 4.0: Moving from Traditional to Digital,by Philip Kotler,298,4.2,298,4.4
8172235437,Veronika Decides to Die,by Paulo Coelho,186,4.4,209,4.4
9351776425,Ivory Throne: Chronicles of the House of Travancore,by Manu S. Pillai,433,4.3,468,4.6
8193237234,Indian Superfoods: Change the Way You Eat,by Rujuta Diwekar,269,4.1,225,4.3
1848549563,What If?,by Randall Munroe - Kindle eBook,291,4.4,299,4.5
9350571099,Children's Encyclopedia - The World of Knowledge: Familiarising Children with...,by V&S Editorial Board,643,4.0,975,4.2
9351772071,Attitude Is Everything: Change Your Attitude ... Change Your Life!,Jeff Keller,105,4.6 out of 5 stars,118,4.5
8183225101,Miracles of Your Mind,by Dr. Joseph Murphy,72,4.2,117,4.3
8186775811,The Business School,by Robert T. Kiyosaki,108,4.5,154,4.5
8179925919,The Theory of Everything,Stephen Hawking,111,4.5 out of 5 stars,190,4.2
9351772624,The Wellness Sense: A Practical Guide to your Physical and Emotional Health Based...,by Om Swami,178,4.8,178,4.5
9385152149,Ram - Scion of Ikshvaku (Book 1 - Ram Chandra Series): 2015 Edition with Updated...,by Amish Tripathi,240,4.1,240,4.4
8173711461,Wings of Fire: An Autobiography of Abdul Kalam,Not Available,194,4.6 out of 5 stars,265,4.6
1408711702,Fantastic Beasts: The Crimes of Grindelwald: The Original Screenplay (Fantastic...,by J.K. Rowling,434,4.8,434,4.8
9386224399,This Is Not Your Story,by Savi Sharma,100,4.5,125,4.3
8129118920,Great Stories for Children,by Ruskin Bond,182,4.4,118,4.4
8172234988,The Alchemist,Paulo Coelho,182,4.6 out of 5 stars,209,4.6
8184001053,"Don't Lose Your Mind, Lose Your Weight",Rujuta Diwekar,118,4.5 out of 5 stars,143,4.3
9381626812,Chanakya's Chant: Book 2 in the Bharat Series of Historical and Mythological...,by Ashwin Sanghi,244,4.1,244,4.3
9386224585,Sita: Warrior of Mithila (Ram Chandra),by Amish Tripathi,226,4.3,226,4.6
9380480016,"The Biology of Belief: Unleashing the Power of Consciousness, Matter and Miracles",by Bruce Lipton,210,4.4,210,4.3
8189975749,Simply South : Traditional Vegetarian Cooking,by Chandra Padmanabhan,237,4.4,315,4.5
8173711461,Wings of Fire: An Autobiography of Abdul Kalam,Not Available,194,4.6 out of 5 stars,265,4.6
9385724835,The Zoya Factor,by Anuja Chauhan,227,4.1,227,4.4
9351776425,Ivory Throne: Chronicles of the House of Travancore,by Manu S. Pillai,433,4.3,468,4.6
9382665870,Her Last Wish,by Ajay K. Pandey,88,4.7,101,4.5
9388036670,Oswaal CBSE Sample Question Paper Class 10 Social Science (For March 2019 Exam),Oswaal Editorial Board,126,4.6 out of 5 stars,140,4.5
8172344775,Dracula,by Bram Stoker,99,4.2,143,4.3
1509867767,Tell Tale,by Jeffrey Archer,269,4.4,255,4.5
9350297515,A Feast of Vultures: The Hidden Business of Democracy in India,by Josy Joseph,522,4.5,599,4.5
9386224445,The Rise of Sivagami: Book 1 of Baahubali - Before the Beginning,by Anand Neelakantan,162,4.1,162,4.4
9387504921,Oswaal CBSE Question Bank Class 10 Social Science Chapterwise and Topicwise (...,by Oswaal Editorial Board,320,4.7,303,4.4
8190565583,You Can Heal Your Life,by Louise L. Hay,252,4.6,252,4.4
8173711461,Wings of Fire: An Autobiography of Abdul Kalam,Not Available,194,4.6 out of 5 stars,265,4.6
9387504913,Oswaal CBSE Question Bank Class 10 Science Chapterwise and Topicwise (For March 2019 Exam),Not Available,247,4.6 out of 5 stars,247,4.5
9386224445,The Rise of Sivagami: Book 1 of Baahubali - Before the Beginning,by Anand Neelakantan,162,4.1,162,4.4
1847946240,"The Power of Habit: Why We Do What We Do, and How to Change",Charles Duhigg,286,4.4 out of 5 stars,305,4.4
9352779843,Devil's Advocate: The Untold Story,by Karan Thapar,370,4.1,417,4.6
8179922324,Who Will Cry When You Die?,Robin Sharma,103,4.4 out of 5 stars,115,4.4
1847923674,When Breath Becomes Air,by Paul Kalanithi,332,4.6,332,4.6
1509808361,The Jungle Book (First Stories),by Miriam Bos,224,4.4,186,4.8
1509867767,Tell Tale,by Jeffrey Archer,269,4.4,255,4.5
8172234988,The Alchemist,Paulo Coelho,182,4.6 out of 5 stars,209,4.6
8175994479,12 Years a Slave,by Solomon Northup,99,4.5,140,4.4
1409346455,Photography: The Definitive Visual History,by Tom Ang,1,5.0,1581,4.5
1471144771,Dork Diaries: Holiday Heartbreak,by Rachel Renee Russell - Import,254,4.8,245,4.5
9352603451,Ancient and Medieval India,by Poonam Dalal Dahiya,342,4.5,380,4.6
9350292203,Without Fear,by Kuldip Nayar,170,4.7,186,4.6
1509829466,Goodnight Moon,by Margaret Wise Brown,107,3.9,139,4
8172234996,The One Minute Manager,by Kenneth Blanchard,118,4.4,118,4.4
8186775811,The Business School,by Robert T. Kiyosaki,108,4.5,154,4.5
8173711461,Wings of Fire: An Autobiography of Abdul Kalam,Not Available,194,4.6 out of 5 stars,265,4.6
8172234988,The Alchemist,Paulo Coelho,182,4.6 out of 5 stars,209,4.6
1862305277,The Boy in the Striped Pyjamas (Definitions),by John Boyne,350,4.6,372,4.5
8129118920,Great Stories for Children,by Ruskin Bond,182,4.4,118,4.4
1847946240,"The Power of Habit: Why We Do What We Do, and How to Change",Charles Duhigg,286,4.4 out of 5 stars,305,4.4
9387067548,Indian Art and Culture,by Nitin Singhania,412,4.5,390,4.6
9385724223,The Secret of the Druids (Mahabharata Quest Series Book 2),by Christopher C. Doyle,179,4.1,209,4.3
8121924960,Principles of Power System,by V.K Mehta,439,4.1,439,4.4
9382665889,You are My Reason to Smile,by Arpit Vageria,88,4.4,101,4.3
8173711461,Wings of Fire: An Autobiography of Abdul Kalam,Not Available,194,4.6 out of 5 stars,265,4.6
9384761540,General Knowledge,Not Available,156,4.4 out of 5 stars,180,4.4
8174827986,Objective Civil Engineering,by P.K. Mishra,103,3.5,123,3.8
8183225101,Miracles of Your Mind,by Dr. Joseph Murphy,72,4.2,117,4.3
9350294311,"Romancing the Balance Sheet: For Anyone Who Owns, Runs or Manages a Business",by Anil Lamba,477,4.5,477,4.5
1408711702,Fantastic Beasts: The Crimes of Grindelwald: The Original Screenplay (Fantastic...,by J.K. Rowling,434,4.8,434,4.8
1408711702,Fantastic Beasts: The Crimes of Grindelwald: The Original Screenplay (Fantastic...,by J.K. Rowling,434,4.8,434,4.8
9386850648,Keepers of the Kalachakra: Book 5 in the Bharat Series of Historical and Mythological...,by Ashwin Sanghi,100,4.0,231,4.4
8129135744,The Dramatic Decade: The Indira Gandhi Years,by Pranab Mukherjee,199,3.7,338,4.4
9382618341,The Oath of the Vayuputras (Shiva Trilogy),by Amish Tripathi,282,4.4,282,4.4
8172345666,The Power of Your Subconscious Mind: Unlock Your Master Key to Success,by Joseph Murphy,75,4.5,169,4.5
8172345666,The Power of Your Subconscious Mind: Unlock Your Master Key to Success,by Joseph Murphy,75,4.5,169,4.5
8172764766,Mahabharata,by C.Rajagopalachari,181,4.4,233,4.4
9385724223,The Secret of the Druids (Mahabharata Quest Series Book 2),by Christopher C. Doyle,179,4.1,209,4.3
9385152459,Stretch Your Technology Email,by Ankit Fadia,77,4.1,81,3.9
9352779843,Devil's Advocate: The Untold Story,by Karan Thapar,370,4.1,417,4.6
8172235011,Light on Yoga: The Classic Guide to Yoga by the World's Foremost Authority,by B.K.S. Iyengar,298,4.5,298,4.5
8179925919,The Theory of Everything,Stephen Hawking,111,4.5 out of 5 stars,190,4.2
8172344562,The Great Gatsby,F. Scott Fitzgerald,47,4.1 out of 5 stars,142,4.4
8172345666,The Power of Your Subconscious Mind: Unlock Your Master Key to Success,by Joseph Murphy,75,4.5,169,4.5
1408711702,Fantastic Beasts: The Crimes of Grindelwald: The Original Screenplay (Fantastic...,by J.K. Rowling,434,4.8,434,4.8
1408711702,Fantastic Beasts: The Crimes of Grindelwald: The Original Screenplay (Fantastic...,by J.K. Rowling,434,4.8,434,4.8
9387944891,"The 5 AM Club: Own Your Morning, Elevate Your Life",Robin Sharma,199,4.3 out of 5 stars,210,4.6
9387944891,"The 5 AM Club: Own Your Morning, Elevate Your Life",Robin Sharma,199,4.3 out of 5 stars,210,4.6
8172344562,The Great Gatsby,F. Scott Fitzgerald,47,4.1 out of 5 stars,142,4.4
9387504832,Oswaal CBSE Question Bank Class 9 Science Chapterwise and Topicwise (For March...,by Oswaal Editorial Board,295,4.6,265,4.4
9387944891,"The 5 AM Club: Own Your Morning, Elevate Your Life",Robin Sharma,199,4.3 out of 5 stars,210,4.6
9385990004,She Friend - Zoned My Love,by Sudeep Nagarkar,112,4.6,112,4.6
1471172392,The Secret,by Rhonda Byrne,538,4.5,373,4.2
8179922324,Who Will Cry When You Die?,Robin Sharma,103,4.4 out of 5 stars,115,4.4
9353023238,Gene Machine: The Race to Decipher the Secrets of the Ribosome,by Venki Ramakrishnan,436,4.9,436,4.5
9382665870,Her Last Wish,by Ajay K. Pandey,88,4.7,101,4.5
8175994142,Capital (Das Kapital),by Karl Marx,299,4.5,378,4.3
9386867508,Emotion and Relationships,Sadhguru,138,4.7 out of 5 stars,159,4.6
9352641345,"Ready, Study, Go!: Smart Ways to Learn",by Khurshed Batliwala,178,4.5,178,4.4
8172235038,"Men are from Mars, Women are from Venus",by John Gray,209,4.4,209,4.4
1409300498,Baby touch: Peekaboo,by Lemon Ribbon Studio,230,4.3,319,4.4
9352533321,Advanced Economic Theory,by H L Ahuja,655,3.3,699,4.5
8172234988,The Alchemist,Paulo Coelho,182,4.6 out of 5 stars,209,4.6
9387504921,Oswaal CBSE Question Bank Class 10 Social Science Chapterwise and Topicwise (...,by Oswaal Editorial Board,320,4.7,303,4.4
9312149431,CBSE All  In One English Language and Literature CBSE Class 9 (based on Books...,by Gajendra Singh,234,4.3,209,4.5
9351772624,The Wellness Sense: A Practical Guide to your Physical and Emotional Health Based...,by Om Swami,178,4.8,178,4.5
8179925919,The Theory of Everything,Stephen Hawking,111,4.5 out of 5 stars,190,4.2
8179922324,Who Will Cry When You Die?,Robin Sharma,103,4.4 out of 5 stars,115,4.4
8193503309,Dharmayoddha Kalki: Avatar of Vishnu (Book 1),by Kevin Missal,179,4.2,188,4.5
8175994193,Macbeth,by William Shakespeare,99,4.3,117,4.4
9352685482,Harappa - Curse of the Blood River,by Vineet Bajpai,185,4.1,132,4.4
9381626812,Chanakya's Chant: Book 2 in the Bharat Series of Historical and Mythological...,by Ashwin Sanghi,244,4.1,244,4.3
8184007485,The Great Indian Diet,by Shilpa Shetty Kundra,161,4.0,161,4
8193284186,Rekha: The Untold Story,by Yasser Usman,256,3.7,239,4.3
8186775056,Questions Are the Answers,by Allan Pease,83,4.4,76,4.4
9332551731,NTA UGC NET/SET/JRF - Paper 1: Teaching and Research Aptitude by Pearson,KVS Madaan,216,4.4 out of 5 stars,249,4.4
9332587353,Internal Security for Civil Services Main (GS paper III) by Pearson,by M. Karthikeyan,148,4.5,148,4.3
9351777499,"India's Wars: A Military History, 1947-1971",by Arjun Subramaniam,415,4.5,473,4.6
8183225101,Miracles of Your Mind,by Dr. Joseph Murphy,72,4.2,117,4.3
8184958455,Mossad,by Michael Bar-Zohar - Import,340,4.6,280,4.5
8186775056,Questions Are the Answers,by Allan Pease,83,4.4,76,4.4
8172345666,The Power of Your Subconscious Mind: Unlock Your Master Key to Success,by Joseph Murphy,75,4.5,169,4.5
9381626812,Chanakya's Chant: Book 2 in the Bharat Series of Historical and Mythological...,by Ashwin Sanghi,244,4.1,244,4.3
8173711461,Wings of Fire: An Autobiography of Abdul Kalam,Not Available,194,4.6 out of 5 stars,265,4.6
9351772624,The Wellness Sense: A Practical Guide to your Physical and Emotional Health Based...,by Om Swami,178,4.8,178,4.5
8123027389,India 2018: A Reference Annual,by Publication Division,333,3.8,345,4.4
9312147307,General Knowledge 2019,Manohar Pandey,19,4.2 out of 5 stars,30,4.3
1405206195,The adventures of Tintin: King Ottokar's Sceptre,by Herge,379,4.6,399,4.7
9351772624,The Wellness Sense: A Practical Guide to your Physical and Emotional Health Based...,by Om Swami,178,4.8,178,4.5
8129149567,I Tagged Her in My Heart,by Anuj Tiwari - Import,100,4.7,109,4.5
8179925919,The Theory of Everything,Stephen Hawking,111,4.5 out of 5 stars,190,4.2
9352643925,Adiyogi: The Source of Yoga,by Sadhguru,178,4.6,178,4.6
1847923674,When Breath Becomes Air,by Paul Kalanithi,332,4.6,332,4.6
9382665889,You are My Reason to Smile,by Arpit Vageria,88,4.4,101,4.3
9387504921,Oswaal CBSE Question Bank Class 10 Social Science Chapterwise and Topicwise (...,by Oswaal Editorial Board,320,4.7,303,4.4
1847946240,"The Power of Habit: Why We Do What We Do, and How to Change",Charles Duhigg,286,4.4 out of 5 stars,305,4.4
1904233910,Eclipse,by Stephenie Meyer,447,4.3,309,4.5
9313163802,Prep Guide To BITSAT 2019,by Arihant Expert,497,4.1,490,4.6
8179925919,The Theory of Everything,Stephen Hawking,111,4.5 out of 5 stars,190,4.2
9350598485,Accounting and Finance for Bankers,by Med,352,4.5,330,4.5
8179925919,The Theory of Everything,Stephen Hawking,111,4.5 out of 5 stars,190,4.2
8179925919,The Theory of Everything,Stephen Hawking,111,4.5 out of 5 stars,190,4.2
8172344503,Pride & Prejudice,by Jane Austen,79,4.3,182,4.4
8184958455,Mossad,by Michael Bar-Zohar - Import,340,4.6,280,4.5
8179922324,Who Will Cry When You Die?,Robin Sharma,103,4.4 out of 5 stars,115,4.4
9387504921,Oswaal CBSE Question Bank Class 10 Social Science Chapterwise and Topicwise (...,by Oswaal Editorial Board,320,4.7,303,4.4
9386224445,The Rise of Sivagami: Book 1 of Baahubali - Before the Beginning,by Anand Neelakantan,162,4.1,162,4.4
1471131823,The 7 Habits of Highly Effective People,Not Available,311,4.0 out of 5 stars,373,4.4
9381626340,The Secret Of The Nagas (Shiva Trilogy-2),by Amish Tripathi - Abridged,244,4.6,244,4.6
8186775056,Questions Are the Answers,by Allan Pease,83,4.4,76,4.4
9386228564,A Century is not Enough: My Roller-coaster Ride to Success,by Sourav Ganguly - Illustrated,363,4.6,434,4.7
9387944891,"The 5 AM Club: Own Your Morning, Elevate Your Life",Robin Sharma,199,4.3 out of 5 stars,210,4.6
9352643925,Adiyogi: The Source of Yoga,by Sadhguru,178,4.6,178,4.6
9352770145,I Do What I Do,by Raghuram G. Rajan,363,4.3,436,4.6
9386867508,Emotion and Relationships,Sadhguru,138,4.7 out of 5 stars,159,4.6
9384030740,It Happens for a Reason,by Preeti Shenoy,189,4.2,184,4.3
9351039684,The Maze Runner #02 Scorch Trials Movie Tie-in,by James Dashner,247,3.9,234,4.6
8129142147,One Indian Girl,Chetan Bhagat,96,3.6 out of 5 stars,112,4.2
8172345666,The Power of Your Subconscious Mind: Unlock Your Master Key to Success,by Joseph Murphy,75,4.5,169,4.5
1471131823,The 7 Habits of Highly Effective People,Not Available,311,4.0 out of 5 stars,373,4.4
9351033007,Tom Gates Book #2: Excellent Excuses Cand Other Good Stuff,by Tom Gates,157,4.8,176,4.5
9387660451,10 Last Years Solved Papers (HSC) - Science: Maharashtra Board Class 12 for 2019...,by Oswal Publishers,565,4.7,695,4.2
8126713968,Rag Darbari,by Shrilal Shukla,200,4.5,227,4.6
9386850648,Keepers of the Kalachakra: Book 5 in the Bharat Series of Historical and Mythological...,by Ashwin Sanghi,100,4.0,231,4.4
8172345666,The Power of Your Subconscious Mind: Unlock Your Master Key to Success,by Joseph Murphy,75,4.5,169,4.5
9386867508,Emotion and Relationships,Sadhguru,138,4.7 out of 5 stars,159,4.6
8186775811,The Business School,by Robert T. Kiyosaki,108,4.5,154,4.5
9387067548,Indian Art and Culture,by Nitin Singhania,412,4.5,390,4.6
1509867767,Tell Tale,by Jeffrey Archer,269,4.4,255,4.5
9351770257,Narendra Modi: A political Biography,by Andy Marino,253,4.4,283,4.5
1542046599,I Am Watching You,by Teresa Driscoll,269,4.0,269,4.2
9351762238,The Elements of COORDINATE GEOMETRY Part-1 Cartesian Coordinates,by S L Loney,76,4.3,76,4.5
9351772071,Attitude Is Everything: Change Your Attitude ... Change Your Life!,Jeff Keller,105,4.6 out of 5 stars,118,4.5
8189535196,The Holy Science,by Swami Sri Yukteswar Giri,75,4.6,104,4.6
9384030570,13 Steps to Bloody Good Luck,by Ashwin Sanghi,90,4.1,114,4.1
9386224585,Sita: Warrior of Mithila (Ram Chandra),by Amish Tripathi,226,4.3,226,4.6
1780220251,Jerusalem: The Biography,by Simon Sebag Montefiore,524,4.6,352,4.4
9381626340,The Secret Of The Nagas (Shiva Trilogy-2),by Amish Tripathi - Abridged,244,4.6,244,4.6
8182744466,Copycat Marketing 101,by Burke Hedges,90,4.2,125,4.3
9385936549,The Age of Kali: Indian Travels and Encounters,by William Dalrymple,375,4.4,349,4.8
1408711702,Fantastic Beasts: The Crimes of Grindelwald: The Original Screenplay (Fantastic...,by J.K. Rowling,434,4.8,434,4.8
9351368068,If Truth Be Told: A Monk's Memoir,by Om Swami,311,4.7,311,4.5
8185986002,Swami and Friends,by R. K. Narayan,114,4.6,112,4.4
9387504921,Oswaal CBSE Question Bank Class 10 Social Science Chapterwise and Topicwise (...,by Oswaal Editorial Board,320,4.7,303,4.4
8187107588,365 Pancharantra Stories,by OM Books,357,4.1,396,4.4
9351772624,The Wellness Sense: A Practical Guide to your Physical and Emotional Health Based...,by Om Swami,178,4.8,178,4.5
9386850427,A Hundred Little Flames,by Preeti Shenoy,299,4.7,214,4.4
8193284186,Rekha: The Untold Story,by Yasser Usman,256,3.7,239,4.3
1409323498,The Animal Book: A Visual Encyclopedia of Life on Earth (Reference),by DK,781,4.8,563,4.6
8175994479,12 Years a Slave,by Solomon Northup,99,4.5,140,4.4
8172234988,The Alchemist,Paulo Coelho,182,4.6 out of 5 stars,209,4.6
9352641345,"Ready, Study, Go!: Smart Ways to Learn",by Khurshed Batliwala,178,4.5,178,4.4
8172343116,Mahatma Gandhi Autobiography: The Story Of My Experiments With Truth,by Mahatma Gandhi,99,4.4,166,4.5
9351033287,Geronimo Stilton #58: The Super Chef Contest,by Geronimo Stilton,186,4.2,186,4.5
8183225101,Miracles of Your Mind,by Dr. Joseph Murphy,72,4.2,117,4.3
9388026586,24 Years UPSC IAS/ IPS Prelims Topic-wise Solved Papers 1 & 2 (1995-2018),Disha Experts,270,4.3 out of 5 stars,325,4.5
8192910997,How to Win Friends and Influence People,Dale Carnegie,79,4.5 out of 5 stars,130,4.5
9380349300,Life is What You Make It,Preeti Shenoy,75,4.0 out of 5 stars,86,4.1
8172345666,The Power of Your Subconscious Mind: Unlock Your Master Key to Success,by Joseph Murphy,75,4.5,169,4.5
9387504913,Oswaal CBSE Question Bank Class 10 Science Chapterwise and Topicwise (For March 2019 Exam),Not Available,247,4.6 out of 5 stars,247,4.5
9385152149,Ram - Scion of Ikshvaku (Book 1 - Ram Chandra Series): 2015 Edition with Updated...,by Amish Tripathi,240,4.1,240,4.4
9351772071,Attitude Is Everything: Change Your Attitude ... Change Your Life!,Jeff Keller,105,4.6 out of 5 stars,118,4.5
8172344562,The Great Gatsby,F. Scott Fitzgerald,47,4.1 out of 5 stars,142,4.4
9387067718,Bharatiya Kala Evam Sanskriti,by Nitin Singhania,370,4.6,370,4.5
9387504921,Oswaal CBSE Question Bank Class 10 Social Science Chapterwise and Topicwise (...,by Oswaal Editorial Board,320,4.7,303,4.4
9387022080,Be My Perfect Ending,by Arpit Vageria,87,4.4,101,4.4
8175993952,How to Stop Worrying and Start Living: Time-Tested Methods for Conquering Worry,Dale Carnegie,88,4.5 out of 5 stars,125,4.4
9380349246,Nothing Lasts Forever,by Vish Dhamija,105,3.9,105,4.3
1408711702,Fantastic Beasts: The Crimes of Grindelwald: The Original Screenplay (Fantastic...,by J.K. Rowling,434,4.8,434,4.8
8129124912,My Journey: Transforming Dreams into Actions,by A.P.J. Abdul Kalam,180,4.7,112,4.6
8131252914,"Textbook of Anatomy: Head, Neck and Brain - Vol.3",by Vishram Singh,582,5.0,631,5
9386224445,The Rise of Sivagami: Book 1 of Baahubali - Before the Beginning,by Anand Neelakantan,162,4.1,162,4.4
9387504921,Oswaal CBSE Question Bank Class 10 Social Science Chapterwise and Topicwise (...,by Oswaal Editorial Board,320,4.7,303,4.4
8129134616,Not Just an Accountant: The Diary of the Nations Conscience Keeper,by Vinod Rai,378,4.5,358,4.4
1509867767,Tell Tale,by Jeffrey Archer,269,4.4,255,4.5
9352641345,"Ready, Study, Go!: Smart Ways to Learn",by Khurshed Batliwala,178,4.5,178,4.4
8129142147,One Indian Girl,Chetan Bhagat,96,3.6 out of 5 stars,112,4.2
9311121924,CBSE WORKBOOK SOCIAL SCIENCE CLASS 6 for 2018 - 19,by Arihant Experts,92,4.5,92,4.4
9353023114,Bake with Shivesh,by Shivesh Bhatia,559,4.6,549, 
9382665870,Her Last Wish,by Ajay K. Pandey,88,4.7,101,4.5
1451696191,The Perks of Being a Wallflower,by Stephen Chbosky,186,4.4,186,4.5
9387022080,Be My Perfect Ending,by Arpit Vageria,87,4.4,101,4.4
9385724223,The Secret of the Druids (Mahabharata Quest Series Book 2),by Christopher C. Doyle,179,4.1,209,4.3
9386850575,Gurudev: On the Plateau of the Peak: The Life of Sri Sri Ravi Shankar,by Bhanumathi Narasimhan,293,4.9,327,4.7
9381626340,The Secret Of The Nagas (Shiva Trilogy-2),by Amish Tripathi - Abridged,244,4.6,244,4.6
8172345666,The Power of Your Subconscious Mind: Unlock Your Master Key to Success,by Joseph Murphy,75,4.5,169,4.5
8172344880,The Origin of Species,by Charles Darwin,189,4.3,188,4.4
8172235631,Eleven Minutes,by Paulo Coelho,167,4.2,209,4.4
8172345666,The Power of Your Subconscious Mind: Unlock Your Master Key to Success,by Joseph Murphy,75,4.5,169,4.5
9350097605,Indian Mammals: A Field Guide,by Vivek Menon,775,4.8,777,4.6
9382665889,You are My Reason to Smile,by Arpit Vageria,88,4.4,101,4.3
8179922324,Who Will Cry When You Die?,Robin Sharma,103,4.4 out of 5 stars,115,4.4
9387504921,Oswaal CBSE Question Bank Class 10 Social Science Chapterwise and Topicwise (...,by Oswaal Editorial Board,320,4.7,303,4.4
8131716775,A History of Ancient and Early Medieval India: From the Stone Age to the 12th...,by Upinder Singh,504,4.4,483,4.5
9353025982,The Forest of Enchantments,Chitra Banerjee Divakaruni,373,4.6 out of 5 stars,373,4.9
9385152149,Ram - Scion of Ikshvaku (Book 1 - Ram Chandra Series): 2015 Edition with Updated...,by Amish Tripathi,240,4.1,240,4.4
9312149091,CBSE All  In One Computer Science CBSE Class 12 for 2018 - 19,by K. Ganesh Ayyer,232,4.2,232,4.5
1847370292,The Secret,Rhonda Byrne,415,4.5 out of 5 stars,498,4.5
9387067548,Indian Art and Culture,by Nitin Singhania,412,4.5,390,4.6
8172235038,"Men are from Mars, Women are from Venus",by John Gray,209,4.4,209,4.4
8172234864,Bloodline,by Sidney Sheldon,280,4.3,280,4.5
8182744466,Copycat Marketing 101,by Burke Hedges,90,4.2,125,4.3
9386036754,Everyone Has A Story,by Savi Sharma,100,4.1,125,4.3
8129149567,I Tagged Her in My Heart,by Anuj Tiwari - Import,100,4.7,109,4.5
8129144972,The Perfect Murder,by Ruskin Bond - Import,195,3.8,118,4.3
8184958455,Mossad,by Michael Bar-Zohar - Import,340,4.6,280,4.5
8173711461,Wings of Fire: An Autobiography of Abdul Kalam,Not Available,194,4.6 out of 5 stars,265,4.6
8192910903,1984,George Orwell,88,4.4 out of 5 stars,99,4.5
9960899551,The Sealed Nectar: Biography of the Noble Prophet,by Safi-ur-Rahman al-Mubarkpuri,485,4.7,290,4.6
8172234996,The One Minute Manager,by Kenneth Blanchard,118,4.4,118,4.4
8172344562,The Great Gatsby,F. Scott Fitzgerald,47,4.1 out of 5 stars,142,4.4
8173711461,Wings of Fire: An Autobiography of Abdul Kalam,Not Available,194,4.6 out of 5 stars,265,4.6
9386338904,Lone Fox Dancing: My Autobiography,by Ruskin Bond,315,4.8,450,4.7
8170289262,Inspiring Thoughts (Inspiring Thoughts Quotation Series),by Swami Vivekanand,107,4.2,107,4.1
8121910366,Sociology: Principles of Sociology with an Introduction to Social Thoughts,by Rao C.N. Shankar,430,4.0,430,4.2
8129142147,One Indian Girl,Chetan Bhagat,96,3.6 out of 5 stars,112,4.2
9386338904,Lone Fox Dancing: My Autobiography,by Ruskin Bond,315,4.8,450,4.7
9388036670,Oswaal CBSE Sample Question Paper Class 10 Social Science (For March 2019 Exam),Oswaal Editorial Board,126,4.6 out of 5 stars,140,4.5
